Gene Name,Lapatinib,Mirdametinib,MK-2206,Nintedanib,Pertuzumab,Pictilisib,Refametinib,Rituximab,Romidepsin,Selumetinib,SHP099 dihydrochloride,Staurosporine,Afatinib,AZD-4547,AZD-8055,Bortezomib,Carfilzomib,CUDC-101,Curcumin,Dactolisib,Dasatinib,Gefitinib,Imatinib
ACTL6A,1.86883238073551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAR,-1.4291309584986100,0.0,1.1084273398100300,0.0,0.0,0.0,0.0,1.5670302473979300,0.0,0.0,-1.3363571676913000,0.0,-1.1112785998392700,-1.4807091902968400,0.0,2.093538108083150,1.7482027688526300,0.0,3.1898115228658900,0.0,-0.816447377388357,-1.0603645504350300,1.0926192984445600
ADCY6,-1.1963947943534100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADD1,1.8813964570790200,0.0,0.0,0.0,0.0,0.0,0.0,1.2355026737520300,0.0,0.0,0.0,0.9755192118955400,0.0,0.0,0.0,-0.06330255935767640,-1.3457867719753100,0.0,1.2325181623605000,0.0,0.0,0.0,0.0
ADD3,1.259548378610020,0.0,0.0,0.0,0.0,0.0,0.0,0.031352465095417,0.0,0.0,0.0,1.0723212198075500,0.0,0.0,0.0,-1.627681398488650,-1.5865891902610000,0.0,0.0,0.0,0.0,0.4744649411469200,0.0
ADNP,-1.9222686462402100,0.0,0.0,0.0,0.0,0.0,0.0,-1.1413589229318200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7030429852127900,-1.9541557084608300,0.0,0.0,0.0,0.0,-1.0310382601642900,0.0
AFAP1,-1.9042549053227000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10109976040908200,0.0,0.0,0.0,1.0425472904578800,1.1289424096652100,0.0,1.2312091396448700,0.3394305248450760,0.9194166000911430,0.0,0.0
AFAP1L2,1.08821366569752,-0.3491697151430180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5148798063286200,0.0,-1.387492077345420,0.0,-2.883007213890240,-2.957858724861010,0.0,0.0,0.9029978886350840,-0.883734482188873,0.0,0.0
AFF4,0.32032840657403800,0.0,-1.8646175060349800,-0.9630353357385620,-1.4530497032474900,-1.4629032406131700,0.0,1.22899246248373,0.0,-2.3402580111870000,0.0,-1.503606574213060,0.0,-1.1307968401288400,-1.372113715358670,-1.395067872999230,-1.3905598839351100,0.0,0.0,-1.0484993168975500,-1.7400803663161400,1.054958201103380,0.0
AGFG1,1.2543061982691300,0.0,0.0,0.0,0.0,0.0,0.0,0.0098861987314458,0.0,0.0,0.0,-1.1521407899911400,1.2865183257770200,0.0,0.0,-1.6187755557117700,-1.7008681404584400,0.0,-1.4463512145394900,0.0,1.1741288385011700,1.2419258228969300,0.0
AGPS,1.3438254646848800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHCTF1,-1.2084162023873600,0.0,0.0,0.0,0.0,0.0,0.0,-1.1594116860153200,0.0,0.0,0.0,0.050370836543058800,-1.315690775410270,0.0,0.0,1.5974549957012700,1.4238242166812400,-1.831785286220990,-1.438600062019470,1.0287015483007300,0.0,-1.1981866700172800,0.0
AHNAK,0.5912913721222730,-0.3766976947151210,-0.21117283074730700,0.14578110548283300,1.4878133659494900,0.7558064950832720,0.3807152370365130,0.0,-1.0959707552021500,-0.18110879683756300,-1.6642827753113700,0.7761377765302590,0.8125933892128970,-0.2354634416583910,0.8338968496033280,1.1234744870819200,1.1007094165663000,0.5353187964995110,1.1467983236933200,0.4389776716733830,-0.013927148738730800,0.025854375442690700,1.2497145240945500
AHNAK2,1.7277858896049200,0.0,1.0783280527868400,-0.9265286832811570,0.0,0.0,0.0,0.0,-1.129683991753100,0.0,0.0,0.16446937559306200,-1.9093711336021900,1.7277858896049200,0.0,0.0,0.0,1.2314524475149500,3.9598940424413400,1.024306011809640,-0.987195521884129,-2.056591289101160,1.699272312154990
AIFM1,1.3477793834953600,0.0,0.0,0.0,0.0,0.0,0.0,1.291579580687630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6733773767706700,2.4929144278892700,0.0,0.0,0.0,0.0,0.0,0.0
AIM1,1.2013894798848600,0.0,0.0,0.0,0.0,0.0,0.0,0.4926532405735840,0.0,0.0,-1.1929115016093900,0.0,1.1248482737094100,1.2013894798848600,0.0,0.0,0.0,0.0,0.0,0.0,0.9116872062691770,1.2804182189347200,1.205708281550300
AK5,1.150687970361430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.150687970361430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKAP12,-1.5274905289609400,0.0,1.442380573569350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1271248878725700,-1.78812552220071,0.0,0.0,0.0,0.0,0.0,1.621676524876040,3.2337658614281600,1.0588727583164900,0.1909008996111770,1.1171414096994100,0.0
AKAP2,-1.0538929514685400,0.0,0.0,0.0,0.0,0.0,-0.7669296242657760,-1.3862459463823900,0.0,-2.9727720724743400,0.0,0.0,-1.4659714402477800,0.0,0.0,0.9224855491088960,0.9604534062070390,0.0,0.4171733308934770,0.0,-1.1314693810321600,0.0,0.0
AKAP8L,-1.8568660865231900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.687302136255110,-2.6031230984178800,0.0,0.0,0.0,0.0,0.0,0.0
AKT1S1,-2.3364681100173600,0.0,0.06385851806335520,-1.1653710794611100,-2.0053782257284700,0.5839902733437700,0.0,1.6324959680426300,0.0,-0.1501173043429210,0.0,0.2497095339297470,0.2874875916531930,0.16645424544382200,0.34576159195590000,2.1103429218001000,0.53091429240045,0.0,1.126897511787820,0.15555584138091200,0.46646099976020500,0.07097292117056510,0.0
ALDOA,1.583569777278130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4596273162444200,2.5258589554623200,0.0,1.7058191226426600,0.0,-0.8466184579761630,0.0,0.0
ALKBH5,-1.3219493581414400,0.0,-1.3598808354593400,0.0,0.0,0.0,0.0,0.0,0.0,-1.3598808354593400,0.0,0.0,0.0,0.0,0.0,0.1183807150983600,0.4587961689120210,0.0,0.5642688483834420,0.0,0.0,0.0,0.0
AMOTL2,1.4748218372288700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1138287079894200,0.0,0.0,0.0,0.0,0.0
ANKIB1,-1.4549728352716700,0.0,-1.0128427802634800,0.0,-1.1156643220924000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.666058124683290,0.0,0.0,-1.5079134382715300,-1.4036757498926200,0.0,0.0,0.0,-1.2593016057607700,0.0,0.0
ANKRD16,-2.2432998883798400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0833459695326500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD34A,-2.3596645232707800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.120226162851110,0.0,0.0,0.0,0.0,0.0,0.0
ANKS1A,-1.0779432048008500,0.0,0.0,-1.1376293229766600,0.0,0.0,1.1210068265515600,1.5698935773779600,0.0,0.0,0.0,0.4142841138653250,-1.1529027581002200,-1.1353501266646400,0.0,0.5870120477335980,0.9760656640387810,0.0,-2.285645101507330,1.896243458039290,-2.50693354913381,-1.1067440268545300,0.0
ANKZF1,-1.0420238027823600,0.0,0.0,0.0,0.0,0.0,0.0,-1.1274369429836700,0.0,0.0,0.0,0.0,0.2696232973254000,0.0,0.0,0.8561650501184800,0.9596964515818300,0.0,1.0811385824811700,0.0,-1.5137763741381700,-2.34446758591085,1.0151137165910200
ANLN,1.2958041324934200,0.0,0.0,0.0,1.1650965355367200,0.0,0.0,2.0836980881802300,0.0,0.0,0.0,-1.2865241468009000,-1.581433455820970,0.5470988335927120,0.0,1.4687776320488500,1.3297730637927700,-2.1366595516868900,1.197199603834020,0.6368983476822320,0.0,1.0096492130329000,0.0
ANP32B,1.1045583722129600,0.0,0.0,0.0,0.0,0.0,0.0,1.3454591235961,0.0,0.0,0.0,0.894835116749795,0.0,0.0,0.0,-1.9925305162704500,-1.5190892102313400,0.0,0.0,0.0,0.0,0.0,0.0
"ANXA2, ANXA2P2",-1.9520854351021400,0.0,-1.1649937134678200,0.0,0.0,0.0,0.0,0.0,0.0,1.016722702809930,0.0,0.7658176939017300,0.0,-2.0502258513150800,0.0,1.9279011460972400,2.15093510711034,0.0,0.0,0.0,-1.6448556289676400,0.0,0.0
AP3D1,1.6223543929074800,0.0,0.0,0.0,0.0,0.0,0.0,-0.5789414358537300,0.0,0.0,0.0,0.0,-2.2129353640701800,0.0,0.0,1.1855219064044700,0.6510617948135060,0.0,0.0,0.0,0.0,-2.10608762685468,0.0
APBA2,-2.53437470490051,0.0,-1.179277702656000,0.0,0.0,0.0,0.0,0.0,0.0,-1.179277702656000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APIP,-1.1001769008463100,0.0,0.0,0.0,0.0,0.0,0.0,1.2813483820954000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.851924638117120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPL1,1.0318179203334400,0.0,0.0,0.0,0.0,0.0,0.0,-0.6285397251964110,0.0,0.0,0.0,0.0,0.0,-1.4227553036876000,0.0,2.668904931804240,2.6290203072442500,0.0,0.0,0.0,0.0,-1.2945730311083400,0.0
APTX,-2.209044985515030,0.0,-1.0131837034599900,0.0,0.0,-1.116035112126950,0.0,0.0,0.0,0.0,0.0,-1.466737001577420,1.2120810542319000,0.0,-1.0779091970376900,-1.6311039907190500,-1.8173968160599800,0.0,0.0,-1.352159780974690,0.0,1.0999720836849100,0.0
ARFGAP1,-1.6637071394325600,0.0,0.0,0.0,0.0,0.0,0.0,1.6065856177858100,0.0,0.0,0.0,0.0,-1.524740891631060,0.0,0.0,1.1476056571579900,1.179951857062900,0.0,1.0938250378237800,0.0,0.7753437769129530,-1.5376837944553500,0.0
ARFGAP2,1.3677667449984200,0.0,0.0,0.0,0.0,0.0,0.0,2.714333213975530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.607899295977720,1.3538681982709000,0.0,0.0,0.0,0.0,0.0,0.0
ARFGEF1,-1.3310773238485500,0.0,0.0,0.0,0.0,0.0,0.0,-2.3126231218960500,0.0,0.0,0.0,0.0,1.8186503024861300,0.0,0.0,1.0338447446835600,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARFGEF2,0.3862199516184130,0.0,0.0,0.0,0.0,0.0,0.0,-1.03180301641241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3914392456852900,-0.32319318751752800,0.0,-1.7122324426292500,0.0,0.0,0.0,0.0
ARHGAP17,-1.7753796204658700,0.0,0.0,0.0,0.0,0.0,0.0,0.531590691433731,0.0,0.0,0.0,0.0,0.0,-2.3740299058533300,0.0,-1.5893502489408800,-1.57829656868634,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP19,-1.1202795029843500,0.0,0.0,0.0,0.0,0.0,0.0,3.294250628123620,0.0,0.0,0.0,0.0,-1.1657877145317600,-1.3535433295515400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.193279034312370,0.0
ARHGAP21,1.1749042340988600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22974302178640500,-1.7979116578563400,0.0,0.0,0.0,0.0,0.0,-1.7472790464222000,0.0,-1.3008370368553700,-1.8960500454294100,1.7254459369771700
ARHGAP29,-1.1169465932333500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.073336637875370,-1.3075570370613900,0.0,0.0,0.0,0.0,-1.198478418250090,0.0,-1.465739757423550,0.0,0.0
ARHGAP32,0.19987543668290200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4852959548211200,-1.3455336544533700,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP35,-0.04157313852216710,-1.2711821879559800,1.4763984714700200,-1.2216493374662300,0.0,0.0,-1.213421897777050,1.6822971649351800,0.0,0.0,0.0,-1.3771950350441800,-2.2263282334828200,-0.07560363460632890,0.0,-1.3176651265473300,-1.3499654113761700,0.0,-1.2140337977110700,0.9095641497254710,-1.6502926054335400,-2.104758375246510,1.0578397895890600
ARHGAP39,-0.12030108379403700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2148745420461000,0.0,0.0,0.0033363152105332300,0.0,0.0,0.0,0.0,0.0,0.0,-1.5305480214577700,0.0,0.8170925237477700,0.0,0.0
ARHGAP5,-1.0798813690295300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7762942590794400,1.4814143199245600,0.0,0.0,1.151403854332930,1.4156331739078100,0.0,0.490441228357231,0.0,-1.4219721280195100,-1.5256217086423400,0.0
ARHGEF1,-6.643856189774720,-1.2107260506931900,0.31315650014969000,0.0,0.0,0.0,-0.8036950316570080,-1.274324023233250,0.0,-1.3629503094368100,0.0,0.0,-3.5276072373075000,0.0,0.0,2.2528489979827700,2.2279503268612900,0.0,0.0,0.0,0.0,-2.683053125129750,0.0
ARHGEF11,0.15343618160444000,0.0,0.0,0.0,-1.7825004277076900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6201730547841000,0.0,-1.5995829286153200,-1.988997842302710,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF12,-2.0260369573788400,-0.9663553184775920,-1.3454201890915700,-1.1152805298535400,-1.3282939480290900,-0.9388853796132870,-0.9395527025373110,0.0,0.0,-1.5332987726623000,0.0,0.0,-3.2007876211071200,-2.707465071891060,-1.2554189581104200,0.0,0.0,0.0,1.2136128086900800,-1.0507261522596700,-1.4095686938107700,-3.1270143463081000,0.0
ARHGEF16,1.0417360207965600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0378226267502100,0.0,1.0417360207965600,0.0,1.641600688521840,1.4408706601080200,0.0,-1.1802094942281700,0.0,-0.9514595861683550,0.0,0.0
ARHGEF17,0.33609367319985300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2814250114731700,0.0,1.1581635180087700,0.0,0.0,0.0,0.0,-2.6570245677364700,0.0,0.0,0.0,0.0
ARHGEF18,-1.141176858581390,0.0,0.0,0.0,-1.014575600269890,0.0,0.9419115459980280,1.0685509793332600,0.0,0.0,0.0,0.7924644492245390,0.0,0.0,0.0,-1.7789698355427900,-1.1688400593315300,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF2,-1.5755517788817400,0.0,0.0,0.0,-1.9379895125592700,0.0,0.0,1.3163827883469700,0.0,0.0,0.0,-1.40732766537475,-1.4516455229014000,1.338220973009480,0.0,1.33383099537789,1.275913530268720,1.4281144021013700,1.071862874786120,1.095030045066650,-1.1577511161281100,1.338220973009480,0.0
ARHGEF3,-2.3656189640756300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3071592620693000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7042151007486100,0.0
ARHGEF35,-1.2844446532312500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2880350565172700,0.0,0.0
ARHGEF5,-1.0955065135639000,0.0,0.0,0.0,-1.207280541337690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.437833646380610,-1.5613583218221500,0.0,0.0,0.0,0.0,0.0,0.0,-1.6088797808470900,-2.0589491353243700,0.0
ARRDC1,1.122502452604260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASF1A,1.2139545663205700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6732244018158190,0.28017214470096200,0.0,0.0,0.0,0.0,0.0,0.0
ATAD2,-1.4024603465867900,0.0,0.0,0.0,1.0615740499281800,0.0,0.0,1.898803733899380,0.0,0.0,0.0,0.0,2.399822210015510,0.0,0.0,2.174447146110790,1.9545910246179200,0.0,-1.5924772106871400,0.0,1.4203943431955100,-2.659915851187730,0.0
ATF2,-1.4463587842319600,0.0,0.0,0.0,0.0,0.0,0.0,0.08432940164757290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.235681538421440,-1.9094834656949200,0.0,1.3507742795999300,0.0,0.0,0.0,0.0
ATF7IP,1.0605704376692400,0.0,0.0,0.0,0.0,0.0,0.0,0.8239316224454480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8424336226973800,1.6201555014913600,-1.0436382245704000,0.0,0.0,0.0,0.0,0.0
ATG13,-1.5080733709113600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5080733709113600,0.0,-1.2161720186710100,-1.4344847264089900,0.0,0.0,0.0,0.0,0.0,0.0
ATN1,0.41275582387954900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.118865841858100,0.0,0.0,0.0,0.0,0.0,0.0,-1.6855652276277100,-1.7804500869845600,-1.5216899710699300,0.0,0.0,0.0,0.0,0.0
ATP1A1,1.2556928691876700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8402890768932350,0.0,0.0
ATP2B1,1.7623276722782100,0.0,0.0,0.0,0.0,0.0,0.0,0.41186252263652400,0.0,0.0,0.0,1.9064765587788600,0.0,1.7623276722782100,0.0,-2.2695860429627600,-1.4814931679779500,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1C2,-2.8536230220067000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATRX,0.32073894051164700,0.0,-1.6353348707246500,-0.9411097435514210,0.0,0.24472655146260800,0.0,1.825568718315020,0.0,-2.221553308186600,0.0,0.07488566021554670,0.26529381792322200,0.0,0.0,0.9803661154121170,0.9166968759221390,0.0,-1.1480910523827500,1.030618837115600,1.115839097914510,0.454140628639466,0.0
ATXN2L,1.3072398874427200,0.0,0.0,0.0,0.0,0.0,0.0,-0.01953150233280380,0.0,0.0,0.0,0.08780745283495370,1.4609952029416600,0.0,0.0,2.0102809074430000,1.9409981656735000,-1.1448744599934500,0.3994382425306200,0.0,0.8259829599331390,0.0,0.0
AZI1,-1.0977736587414100,0.0,1.033032949799530,0.0,0.0,0.0,0.0,0.33467575701923000,1.2767706190791100,0.0,0.0,0.742559393535451,-2.0749946281464000,0.0,0.0,-1.1471336690074300,0.6554281250451030,-1.186866404248520,0.9137043548622570,0.0,-0.9815741889768800,-2.0331118419444700,0.0
BABAM1,-1.7468324585936200,0.0,0.0,0.0,0.0,0.0,0.0,1.4625514455136000,0.0,-1.3712128089246600,0.0,0.0,0.0,0.0,0.0,0.0,1.0012324020247200,0.0,0.0,0.0,-1.5761939164179200,0.0,0.0
BAG3,-1.1276400865795200,0.0,0.0,0.0,0.0,0.0,0.0,-3.6745035716605800,0.0,0.0,0.0,0.1367353838538330,-1.2275099626855400,-1.3680182060452100,0.0,1.1147882772190000,1.1530844432256400,0.0,-1.3847512176433100,0.0,0.0,-1.2699235822395300,0.0
BAG6,1.1548938117803400,0.0,0.0,0.0,0.0,0.0,0.0,-1.282042773152900,0.0,0.0,0.0,0.9833535364984540,0.0,0.0,0.0,0.3785023728696060,-1.338036870040190,0.0,0.0,0.0,0.0,0.0,0.0
BAHD1,-1.4454588270797300,0.0,0.0,0.0,0.0,0.0,0.0,2.457906926607410,1.2592961669307800,0.0,0.0,0.0,-1.5752182172150600,0.0,0.0,1.2790009914666300,1.0118339929217200,0.0,0.0,0.0,0.0,0.0,0.0
BAIAP2,0.8709891864890370,0.0,0.0,-0.7690193677706580,2.27851634017953,0.0,0.0,0.0,2.1677980173259500,0.0,0.0,-1.5083304241333800,0.0,0.38778731412508200,0.0,-1.7078216962802200,-1.6617144161932900,0.0,0.0,0.0,0.48309656795985300,0.0,0.0
BANF1,-1.398139237698080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.850987607411260,0.0,0.0,3.25262793102608,2.9003136142423300,0.0,0.0,0.0,0.0,0.0,0.0
BAP1,-6.643856189774720,0.0,0.0,0.0,0.0,0.0,0.0,-1.274877942429160,0.0,0.0,0.0,0.0,0.0,-6.643856189774720,0.0,-1.697536922160080,-1.7720032351715300,0.0,0.0,0.0,0.0,0.0,0.0
BAZ1A,1.1786809609343800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0656982945574000,-1.1742847110254000,0.0,0.0,0.0,0.0,0.0
BAZ1B,0.7810877611725130,0.0,0.0,0.0,0.0,0.0,0.0,0.8235627898444830,-1.3074304999185000,0.0,0.0,0.10953416173397700,1.3044985848407800,0.0,0.0,1.6751620619750700,1.9354341302924800,-2.0818680931221100,0.0,0.0,0.24637189571230600,0.0,0.0
BBX,1.0032830851285600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8398181911682490,-1.0988115477030100,0.0,0.0,2.1688993583958600,1.8834760092098400,0.0,-1.4606954538968800,0.0,0.0,0.0,0.0
BCAR1,1.394455027135960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.394455027135960,0.0,-2.0475907044727000,-1.98589970047731,0.0,-1.1750672935980800,0.0,-1.2969830588809200,1.1848651770328900,0.0
BCAR3,1.7913491022823400,0.0,0.0,-0.8032666310622160,0.0,0.0,0.0,-1.3156716772241300,0.0,0.0,0.0,-1.1634843445577500,-2.117422221544970,0.0,0.0,0.0,0.0,0.0,-2.475741342817870,0.0,-1.9831090674258,-2.5633357975656900,0.0
BCAS3,-1.2285395873668800,0.0,0.0,0.0,0.0,-0.7927534507646450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.138979775493610,0.0,0.0,0.0
BCKDHA,1.4069236972104200,0.0,-1.1561712101972500,0.0,0.0,0.0,0.0,-1.9333751380575200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5006740690900100,1.6693418493697000,0.0,0.0,0.0,0.0,0.0,0.0
BCL6,1.0295826229141400,0.0,0.0,0.0,0.0,0.0,0.0,-1.055466130384120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.288652664458290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL7C,-1.9169858942933700,0.0,-1.413632498232830,0.0,-1.1992369838891500,-1.206388207014270,0.0,0.0,0.0,-1.2888423855523000,0.0,0.0,0.0,0.0,-1.6053134817400200,0.5104767521381520,0.8215138581442510,0.0,0.0,-1.8641174503025100,-1.5355893108820300,0.0,0.0
BCL9,-2.006218110626600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3159287811509000,-1.2585103533395600,0.0,-1.2978000133587900,-1.503313809064380,0.0,-1.216104682173660,0.0,0.0,-1.1648595561580100,0.0
BCL9L,0.3322551776188480,0.0,0.0,-1.2780893820544400,0.0,0.13002530044439800,0.0,0.0,0.0,0.0,-1.3604693897416800,1.4974312585690600,0.5398012549915540,-1.0563564882620700,0.3987814012005280,-1.6203623571576400,-1.5971625158351800,0.0,2.1179329861197600,1.766539512488870,-1.1691614530031800,0.19421410474921400,0.0
