,AZD-8055,Dactolisib,Dasatinib,MK-2206,Nintedanib,Mirdametinib,Pictilisib,Refametinib,Selumetinib,Staurosporine,Tideglusib
"HSP90AA1, HSP90AB1, HSP90AB2P, HSP90AB3P, HSP90AB4P",1.0,1.0,0.351648161754194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SSFA2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4076590678538705,1.0
PITPNM1,1.0,1.0,0.433472495128517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RFTN1,1.0,1.0,1.0,0.477001877,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PDS5A,0.455182643523977,1.0,1.0,1.0,0.230498285473405,1.0,0.405932532181983,1.0,1.0,0.3408009853888633,1.0
SMARCC2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.126981816204334,1.0
USP24,0.499617079625673,0.5058465818879784,0.4588350290037479,1.0,0.448268674709441,1.0,0.56924363417308,1.0,1.0,0.467461775203537,1.0
ESF1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.547660987143081,1.0
GSK3B,1.0,0.569084418423697,0.252242009399584,0.420840943,0.569670878465837,1.0,0.5413839463168064,1.0,0.235184054831681,1.0,1.0
MAPK14,1.0,1.0,0.252131064131713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SCAF4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.518286720383571,1.0
RAD9A,1.0,1.0,1.0,0.448917385,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF507,0.340625164212088,0.4987671781274705,1.0,0.440405188607127,0.486814312467603,1.0,0.410739211062455,1.0,1.0,0.358994167172041,1.0
MLL2,1.0,1.0,0.4335464791668905,0.373234412,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MAPRE1,1.0,1.0,0.289149126885087,1.0,0.587550567972906,0.3452335883156475,1.0,0.422906105402943,1.0,0.3954174751023089,1.0
RPAIN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.480058415811902,1.0
RPS13,1.0,1.0,0.432312287084054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RFC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3884083859473067,1.0
RPL4,1.0,1.0,0.327762207590053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.462144920298194,1.0
"CLIP1, CLIP2",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.402559097037667,1.0
RACGAP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4487145947819405,1.0
DIDO1,1.0,1.0,0.345010378496022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ATXN3,1.0,1.0,0.344387181733641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PANK2,0.372482142776727,0.539096265224763,0.4137208544935425,0.3778096279987183,0.403055927195611,1.0,1.0,1.0,0.3778096279987183,1.0,1.0
PARD3,1.0,1.0,0.413846489827136,0.3693212999349115,0.571288262636969,1.0,0.542428962941195,1.0,0.3693212999349115,0.285177164528675,1.0
ZDHHC8,1.0,1.0,0.39495628639173,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZMYM2,1.0,1.0,0.437647806687367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GOLGA4,1.0,1.0,1.0,0.3011802833146855,0.493229722302794,1.0,1.0,1.0,0.4693362840474895,0.2309985885470084,1.0
SLC19A3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.535964503920586,1.0
CNOT2,1.0,1.0,0.407178935022064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RSL1D1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3527252721729122,1.0
PRRC2A,1.0,1.0,0.38522178182634,0.436962396,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"FYN, LCK, SRC, YES1",1.0,1.0,0.4854714668746702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MLF1,1.0,1.0,0.458505460728609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"RPS6KA1, RPS6KA3",1.0,1.0,0.458608482946469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEC31A,1.0,1.0,1.0,0.4826145855,1.0,1.0,1.0,1.0,1.0,1.0,1.0
STAU1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3228637211170975,1.0
SH2B1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35869876350981,1.0
RPL5,1.0,1.0,0.455410065175807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MYC,1.0,1.0,0.3719130756344422,0.392825349,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ALDH1A1,1.0,1.0,1.0,0.280946898403049,1.0,1.0,1.0,1.0,0.280946898403049,1.0,1.0
MINK1,1.0,1.0,1.0,0.473728005,1.0,1.0,1.0,1.0,1.0,0.505427238649331,1.0
SIPA1L1,1.0,1.0,0.416275636026624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PLEKHA1,1.0,1.0,0.370525198582153,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GIGYF1,1.0,1.0,0.170241097280611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EIF5,0.524774708787116,0.462939230729469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RANBP2,1.0,1.0,0.3981723155033364,1.0,1.0,0.551807211328644,1.0,0.497805193886976,0.370158477921219,0.395744136155307,1.0
EHD2,1.0,1.0,1.0,1.0,0.489603044690207,1.0,1.0,1.0,1.0,0.566549255572594,1.0
TMEM184B,1.0,1.0,0.2899719204041375,1.0,1.0,1.0,1.0,1.0,1.0,0.260530949349334,1.0
"CSDA, YBX1, YBX2",1.0,1.0,0.570966901619729,1.0,0.22106237276177,0.493948350166537,1.0,0.461952180341127,1.0,1.0,1.0
DDX23,1.0,1.0,1.0,1.0,1.0,1.0,0.546038582329164,1.0,1.0,0.230809928961587,1.0
PHF8,1.0,1.0,0.44538853755274,0.348208495724449,0.528010048444186,1.0,1.0,1.0,0.348208495724449,0.54911145618315,1.0
RNF219,1.0,1.0,0.34304012695951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FNBP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.546155312009619,1.0
MAPKBP1,1.0,1.0,0.24387785442189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP1R12B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
KIF4A,0.5235315574465444,0.588474202673967,0.2576957566841331,0.440344876745433,0.486563129005648,1.0,1.0,1.0,0.2344744116327486,0.3015140263955237,1.0
YTHDC1,1.0,1.0,0.345648271224898,1.0,1.0,1.0,1.0,1.0,1.0,0.506400603745871,1.0
GSK3A,1.0,1.0,0.426545094954581,0.374009041,1.0,1.0,1.0,1.0,0.1871180452593455,1.0,1.0
FOXM1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.355001399655682,1.0
DOK1,1.0,1.0,0.1078302640219299,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AKIRIN2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.563764065416491,1.0
PAK2,1.0,1.0,0.469126224723546,1.0,1.0,1.0,1.0,1.0,1.0,0.204888360029428,1.0
MYO5B,1.0,1.0,0.465945355962915,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BOD1L1,1.0,0.490634067142298,0.4664957576255784,1.0,0.400311966605771,1.0,0.591875564187029,1.0,1.0,0.485316895275441,1.0
ARFGAP3,1.0,1.0,0.344566789597295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WDR7,1.0,1.0,1.0,0.3965781639905895,1.0,1.0,1.0,1.0,0.3965781639905895,1.0,1.0
SLC9A1,1.0,1.0,0.4679683444812,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FGD6,1.0,1.0,0.3126335383168707,0.45350758200422,1.0,1.0,1.0,1.0,0.45350758200422,0.284003409680813,1.0
"CDK1, CDK2, CDK3",1.0,1.0,0.561278284911039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NOSIP,1.0,1.0,0.394020220478865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DLGAP4,1.0,1.0,0.4914280315730555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TXNIP,1.0,1.0,0.361611249854046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EPB41L5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.137947396430854,1.0
GGT7,1.0,1.0,0.480818587108432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DVL1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.415860129055316,1.0
KIF16B,1.0,1.0,0.528319281870377,1.0,1.0,1.0,1.0,1.0,1.0,0.165689790397204,1.0
LIMK2,1.0,1.0,0.45931344163702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARVCF,1.0,1.0,0.452486865489678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MYCBP2,1.0,1.0,0.443314495677195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BNIP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.475246649399067,1.0,1.0
RHBDF2,1.0,1.0,0.4101343452689532,1.0,0.556107537186312,1.0,1.0,0.46372222421334,1.0,1.0,1.0
TMF1,1.0,1.0,0.375501863643073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TULP4,1.0,1.0,0.4389990292449965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD97,1.0,1.0,0.257241418742214,1.0,0.424115693324495,1.0,1.0,0.495839011525412,1.0,1.0,1.0
AKT1S1,0.1638862484289155,0.1618806653959783,0.2908240719121311,0.181875831221953,0.445849566797495,1.0,0.2025916495099335,1.0,0.119995202248324,0.346555359845849,1.0
USP14,1.0,1.0,0.5775663391375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB11FIP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4915591601057,1.0
GAB2,1.0,1.0,0.2415007935260333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NUP107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.482891816640292,1.0
CLVS1,1.0,1.0,0.440847016136997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CPSF4,1.0,1.0,0.421377970191685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TAF15,1.0,1.0,0.395240898897769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MED1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.360342092064785,1.0,1.0
CIZ1,1.0,1.0,0.471012134040861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GPATCH8,1.0,1.0,0.44088765171989,0.436919249623844,0.554012384255539,1.0,1.0,1.0,0.436919249623844,1.0,1.0
BCAR1,1.0,1.0,0.3567156338012855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BCR,1.0,1.0,0.3105197854139053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PLEKHA6,1.0,1.0,0.1345145039015512,1.0,1.0,1.0,1.0,1.0,1.0,0.29824460726741,1.0
GRB10,1.0,1.0,1.0,0.371216511,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C15orf52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
HNRNPM,1.0,1.0,0.462972780144562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GLYR1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.499845620965942,1.0
GTF2I,1.0,1.0,0.351133313631594,0.587425155074577,1.0,1.0,1.0,1.0,1.0,0.3082067905281,1.0
CTNNB1,1.0,1.0,0.18493382311811,0.473101642,1.0,1.0,1.0,1.0,1.0,0.298866106420175,1.0
EPB41,1.0,1.0,0.0790137739899208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
USP34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.273571254130947,1.0
CFL1,1.0,1.0,0.3616680275321225,1.0,1.0,1.0,1.0,1.0,1.0,0.184092227767308,1.0
RAI1,1.0,1.0,0.304566791185124,1.0,0.545013592351168,1.0,1.0,1.0,1.0,0.3191623289744216,1.0
AKAP17A,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD3EAP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.519174951985919,1.0
PANK4,1.0,1.0,0.167002068364794,0.22938476727175,1.0,1.0,1.0,1.0,0.22938476727175,1.0,1.0
WNK1,0.423399849125349,0.2453271864568604,0.546013709203293,0.337789361588731,0.464638223224381,1.0,0.248389389870915,1.0,1.0,1.0,1.0
BRAF,1.0,1.0,1.0,0.294882915,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BCL7C,0.328664267167073,0.274691190779022,0.34493840941048,0.307537536,1.0,1.0,0.433352157676287,1.0,0.434259747044073,1.0,1.0
RPL29,1.0,1.0,0.37181488696823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ABI2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.108551190867144,0.320696479560794,1.0
NF2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.394203267357633,1.0
PATL1,0.4715196308717425,0.4862524843230733,0.4199443709939571,0.294907182,1.0,1.0,0.48163765093114,1.0,1.0,1.0,1.0
MTFR1,0.542159708047455,1.0,1.0,1.0,1.0,1.0,0.41159771296261,1.0,1.0,1.0,1.0
CDK16,1.0,1.0,0.421448376648279,1.0,1.0,1.0,0.588447511978577,1.0,1.0,0.2918799728661633,1.0
CD40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.596949857820678,1.0
"HCK, LYN",1.0,1.0,0.2777062704879105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
REEP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.565031359366682,1.0
TACC3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.277876406679821,1.0
SMC6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.314236019866993,1.0
FOXO1,1.0,1.0,0.490452570370963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INTS3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.507850403811411,1.0
MDC1,1.0,1.0,0.390622364720599,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZZEF1,1.0,1.0,0.558039335822121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TSC22D3,1.0,1.0,0.492448842657574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FLNC,0.508130836511185,1.0,0.587009032770004,0.315105616734229,0.435375217818211,1.0,1.0,1.0,0.315105616734229,0.403163401419255,1.0
CLCN7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.534965262627932,1.0
CTNNAL1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.373832606924074,1.0
ARNT,1.0,1.0,1.0,0.353788154,1.0,1.0,1.0,1.0,0.443042556038414,1.0,1.0
TMSB10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.531628749986517,1.0
PPP1R18,1.0,1.0,0.2259512934048442,1.0,1.0,1.0,1.0,1.0,1.0,0.456808534768192,1.0
TP53BP1,1.0,1.0,0.350451956417508,1.0,1.0,1.0,1.0,1.0,1.0,0.4503354695134109,1.0
EEF2,1.0,1.0,0.360993343228985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHAMP1,1.0,1.0,1.0,0.288312903980762,1.0,1.0,1.0,1.0,0.288312903980762,0.5654505277885615,1.0
ARHGEF35,1.0,1.0,0.409508398030908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ADD2,1.0,1.0,1.0,0.387962466,1.0,1.0,1.0,1.0,1.0,0.592126861017691,1.0
CHTOP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.573411576016304,1.0
NCAPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.232422233701744,1.0
ARHGAP6,1.0,1.0,0.486120500983696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SORBS3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.559731622739701,1.0,1.0,1.0
KIAA1429,1.0,1.0,1.0,0.361669579,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AKAP1,1.0,1.0,0.432309153919954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TCF20,1.0,1.0,0.434651941288807,1.0,1.0,1.0,1.0,1.0,1.0,0.230641371088163,1.0
C2orf49,1.0,1.0,0.3816341889384225,0.357991834731032,1.0,1.0,1.0,1.0,0.357991834731032,1.0,1.0
MTOR,0.491117711793121,0.408379540070748,1.0,0.391678711,1.0,1.0,0.558553432367844,1.0,0.482492262003187,1.0,1.0
EZH2,1.0,0.559451696603927,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DPYSL2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2772596098081382,1.0
RBM5,1.0,1.0,0.473068295569902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ATXN1L,1.0,1.0,0.3882945463481537,1.0,0.492851838050129,1.0,1.0,0.4042911278814445,1.0,0.463300182623417,1.0
PDE4DIP,1.0,1.0,0.48039292769864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GTPBP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.428114388938585,1.0
NEMF,0.559948881429378,0.487329878504993,1.0,0.569708954364902,0.471205565512342,1.0,1.0,1.0,1.0,1.0,1.0
KIAA1522,1.0,1.0,0.305995563285723,1.0,1.0,1.0,1.0,1.0,1.0,0.1342297064803248,1.0
MED12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.472421735662346,1.0
FAM126B,1.0,1.0,0.492731446897662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
USP36,1.0,1.0,1.0,1.0,0.497439483371159,1.0,1.0,0.520592345423077,0.3962580317068866,1.0,0.455061941537153
TAB2,1.0,1.0,0.273814625896802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGF1R,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.584531599381104,1.0
CLASP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3265652888382284,1.0
ULK1,0.574301262340988,1.0,0.4300993529612,1.0,1.0,1.0,1.0,1.0,0.441267997281603,1.0,1.0
TNIP1,1.0,1.0,0.399670306765761,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RPS7,1.0,1.0,0.348496221889644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GLI2,1.0,1.0,1.0,0.488833116,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DTD1,0.184320581877042,0.176473340666781,1.0,1.0,0.3938812445901667,1.0,0.168047870236666,1.0,1.0,1.0,1.0
PTRF,1.0,1.0,0.592208127322847,1.0,0.513178804918233,1.0,1.0,1.0,1.0,0.278175418255071,1.0
BNIP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3630875917017584,1.0
HDGFRP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.492014144532575
YTHDF2,1.0,1.0,0.476952625931192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MCM4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3309492232898057,1.0
KIAA0556,1.0,1.0,0.373232101201505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF280C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.236995883925212,1.0
INPP5F,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.401593013300632,1.0
EPS15,1.0,1.0,0.3925842422320575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PCIF1,1.0,1.0,0.273099435143865,1.0,1.0,1.0,1.0,1.0,1.0,0.243512929738726,1.0
TCEA3,1.0,1.0,0.361535114244955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EIF3A,1.0,1.0,0.56720157032206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BASP1,1.0,1.0,1.0,0.4735863245,1.0,1.0,1.0,1.0,1.0,1.0,1.0
THOC5,1.0,1.0,0.3583422250655559,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MEX3C,1.0,1.0,1.0,0.490990487,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCDC6,1.0,1.0,0.43253790880027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RRM2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.543780560885628,1.0
"GCOM2, POLR2M",1.0,1.0,0.165221319008529,0.235077308139408,0.540993086036699,1.0,1.0,0.525706398683038,0.235077308139408,0.428552586599451,1.0
TPD52,1.0,1.0,0.351405815325499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MFF,1.0,1.0,1.0,0.48577993,1.0,1.0,0.529790969682261,1.0,1.0,0.5374028322024104,1.0
DDX5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2191229319922715,1.0
ITCH,1.0,1.0,0.4272292134727605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP1R9A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.391916124166324,1.0
C18orf25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.267783326342142,1.0
LIMD1,1.0,1.0,0.458808773096059,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MAPT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.546720747282757,1.0
RPS20,1.0,1.0,0.379712487042966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
UIMC1,1.0,0.590825498804082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R3HDM2,1.0,1.0,0.286246065550427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IQSEC1,1.0,1.0,0.2743241707763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MAP7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3190300027126405,1.0
C6orf106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.448574251094398,1.0
FAM76B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.508815903475033,1.0
SLC19A1,0.591861611075455,0.439276392378698,1.0,0.525199026721527,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZBTB1,1.0,1.0,0.325153615959138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LRRC1,1.0,1.0,0.473074200130776,1.0,1.0,1.0,1.0,1.0,1.0,0.378573595246759,1.0
SBNO1,0.463779355548281,0.322720154949965,1.0,1.0,1.0,1.0,0.486128304695988,1.0,1.0,1.0,1.0
ZFP36L2,1.0,1.0,0.430542825806002,0.428032931867865,1.0,1.0,1.0,1.0,0.428032931867865,1.0,1.0
PTPN7,1.0,1.0,0.3579146628017877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SH3KBP1,1.0,1.0,0.461729770973924,1.0,1.0,1.0,1.0,1.0,1.0,0.303227113485399,1.0
EPB41L1,1.0,1.0,0.3910109997707,0.467466125,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COBLL1,1.0,1.0,0.4786659318982105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AGAP1,1.0,1.0,0.457753106571988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NDNL2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.274188679594814,1.0,1.0
MAP3K2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.503392176068812,1.0
OTUD1,1.0,1.0,0.4349163633413163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SPATA5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.289444422226817,1.0
NHSL1,1.0,1.0,0.470032762826705,1.0,1.0,1.0,1.0,1.0,1.0,0.3201345312393545,1.0
IBTK,1.0,1.0,0.301309462991655,1.0,1.0,1.0,1.0,1.0,1.0,0.392839559669546,1.0
DCP1A,1.0,1.0,1.0,0.368249955,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"MAP2K1, MAP2K2",1.0,1.0,0.255007676416185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C3orf37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34301597940564,1.0
RAF1,1.0,1.0,0.4001817565587386,1.0,1.0,0.513187361502416,1.0,0.483594649224325,1.0,0.377931927753361,1.0
"FAM21A, FAM21B, FAM21C",1.0,1.0,0.3375093599757191,1.0,1.0,1.0,0.421245278355109,1.0,1.0,0.48997513189988,1.0
RAVER1,1.0,1.0,0.499266972316542,1.0,1.0,1.0,1.0,1.0,1.0,0.288514111148992,1.0
RSF1,1.0,1.0,0.441445947548332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GPRC5B,1.0,1.0,1.0,1.0,0.542416717758537,1.0,1.0,1.0,1.0,0.349256834598642,1.0
TGOLN2,1.0,1.0,1.0,0.3347880625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DENND4A,1.0,1.0,0.455318927166251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF687,1.0,1.0,0.3554542981376456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PSMD11,1.0,1.0,0.3249453672586695,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRIM1,1.0,1.0,1.0,0.591656361218869,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MKL2,1.0,1.0,0.2754783629905901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRKL,1.0,1.0,0.2182851308719361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ABL2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5141167021714774,1.0
TRA2B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.180215862424142,1.0,1.0
PRKAA1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.280260893061293,1.0
SCAPER,1.0,1.0,1.0,1.0,0.568720887708048,1.0,1.0,1.0,1.0,1.0,1.0
PHF14,1.0,1.0,0.3765349899832892,1.0,0.3593842623259859,1.0,1.0,0.519860326711847,1.0,0.261235463053091,1.0
KSR1,1.0,1.0,1.0,1.0,0.551317312380325,1.0,1.0,1.0,1.0,0.261162979736297,1.0
CTDNEP1,1.0,1.0,1.0,0.584254734778706,1.0,1.0,1.0,1.0,1.0,1.0,1.0
