,AZD-8055,Dactolisib,Dasatinib,MK-2206,Nintedanib,Mirdametinib,Pictilisib,Refametinib,Selumetinib,Staurosporine,Tideglusib
RPL37A,1.0,1.0,0.118399910003448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PI4KA,1.0,1.0,0.471479187466367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EI24,1.0,1.0,0.368041715493374,1.0,1.0,1.0,1.0,1.0,1.0,0.357291563665621,1.0
HSP90AA1,1.0,1.0,1.0,0.3379834097999999,1.0,1.0,1.0,1.0,0.362184787579232,1.0,1.0
SURF6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.273072784609127,1.0
RIN2,1.0,1.0,1.0,1.0,0.587105110541977,1.0,1.0,1.0,1.0,0.3460211336996535,1.0
SRSF11,0.548817917747356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PHF23,1.0,1.0,1.0,0.257042391,1.0,1.0,1.0,1.0,1.0,1.0,1.0
USO1,1.0,1.0,0.586372100722024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SPEN,1.0,1.0,0.455140094935138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HMGXB4,1.0,1.0,0.3777137745449673,1.0,1.0,1.0,1.0,1.0,1.0,0.539638458386646,1.0
TACC1,1.0,1.0,0.4758005225057299,1.0,0.495559676575302,1.0,1.0,1.0,1.0,0.576502331932551,1.0
RECQL,1.0,0.44864388561914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CLSPN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3845066609577995,1.0
RAPGEF2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.586657042579008,1.0
SIN3A,1.0,1.0,0.4714472804793895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
UCK2,0.3639184223790855,0.459185823452932,1.0,1.0,0.542973578045519,1.0,0.3193800245850885,1.0,1.0,0.120773030918938,1.0
C15orf39,1.0,1.0,0.390920087874575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DOCK7,1.0,0.531962400456919,0.512139969451954,1.0,1.0,1.0,1.0,1.0,1.0,0.3310590163170195,1.0
NAV1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.381266667073704,1.0
RAI14,1.0,0.571930957656503,0.406840426429933,0.2691254945222719,1.0,0.5087061641392734,1.0,0.5203795724981838,0.2691254945222719,0.3289950258003329,1.0
NUAK1,1.0,1.0,1.0,1.0,1.0,1.0,0.513694484547496,1.0,1.0,1.0,1.0
DDX10,1.0,1.0,0.3326117120462297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ELK1,1.0,1.0,0.46858701974732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SH3BGRL2,1.0,1.0,0.2417203956760895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CREBZF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.324328885196412,1.0
C5orf30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32777361791914,1.0
ATG4C,1.0,1.0,0.393830540604375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ACTR10,1.0,1.0,0.561479464264004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ERC1,1.0,1.0,1.0,1.0,0.4955707489612467,1.0,1.0,1.0,1.0,0.1438084707700486,1.0
LIMA1,1.0,1.0,0.3416083751128048,1.0,0.510313790275691,1.0,0.50921950640424,1.0,1.0,0.555016915165599,1.0
HNRNPAB,1.0,1.0,1.0,1.0,0.47601536759106,1.0,1.0,1.0,1.0,0.197385073880758,1.0
UBASH3B,1.0,1.0,0.3806327003863955,1.0,1.0,1.0,1.0,1.0,1.0,0.2845729646232234,1.0
RBM27,1.0,1.0,0.43726961051989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB7A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.455680579131226,1.0
MAST2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5505063974592325,1.0
PLK1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.469960924308086,1.0
NECAP2,1.0,1.0,0.405905312481979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BIN1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.487732636791916,1.0,1.0
RPL21,1.0,1.0,0.237741701010397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ATF7,1.0,1.0,0.2068629065231279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CYLD,1.0,1.0,0.466788188828486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFC3H1,1.0,1.0,0.4546679035903554,1.0,0.529989802616921,1.0,1.0,1.0,1.0,0.493203351317109,1.0
ARHGEF1,1.0,1.0,1.0,0.388786408631869,1.0,0.432051126885627,1.0,0.572880036126021,0.388786408631869,1.0,1.0
TRIOBP,1.0,1.0,0.498496752227328,1.0,1.0,1.0,1.0,1.0,1.0,0.360079394662673,1.0
DGCR2,1.0,1.0,0.258654205674811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHTF18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.451092939533118,1.0
TRRAP,1.0,1.0,0.240507497529836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BRCA1,1.0,0.525781456385351,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SNAP23,1.0,1.0,0.328449686140149,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RIPK2,1.0,1.0,0.4672961236827665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TNS3,1.0,1.0,0.3360429344604105,0.433136833295233,0.486949400107963,1.0,1.0,1.0,0.433136833295233,0.3988893045329035,1.0
CD46,1.0,1.0,0.3511216037905055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NUF2,1.0,1.0,0.389197398651573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AAAS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.209654554714757,1.0
PACS1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.240170309394052,0.4228809554269386,1.0
ARHGAP29,1.0,1.0,0.362049846076125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARHGAP39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2370962430163,1.0
TJAP1,0.561512458058213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.562004973915014,1.0
KPNA2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.288921975857726,1.0
RPL24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.512564374377051,1.0
CHAF1B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.521998762159146,1.0
LMO7,1.0,1.0,0.4209175945511983,0.320237761528894,0.5100908706389283,0.5722218269511,1.0,0.4942298593057445,0.320237761528894,0.4068861905500478,1.0
PHRF1,1.0,1.0,1.0,0.4524714855,1.0,1.0,1.0,1.0,1.0,0.470600417729069,1.0
BRD8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.448139857954119,1.0
CALD1,1.0,0.553954835420671,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5105158441900438,1.0
EIF3J,1.0,1.0,1.0,0.42692144,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PCBP1,0.3447954883846955,0.3431530772840445,0.4534280084997055,0.376263767,1.0,1.0,0.353825630941002,1.0,0.409318578015876,1.0,1.0
YAF2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.421320732419759,1.0,1.0
GRAMD1A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2755577084050105,1.0
CEP350,1.0,1.0,0.455997186214075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EXOC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.589282654909987,1.0
ZCCHC8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.263178179535858,1.0
PEA15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.199427499601746,1.0
ZNF644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.205596222313267,1.0
RIF1,1.0,1.0,0.4933768258351465,1.0,0.50149176230966,1.0,1.0,1.0,1.0,0.3017052365801407,1.0
AJUBA,1.0,1.0,0.3542576185005,1.0,1.0,1.0,1.0,1.0,1.0,0.561686033861132,1.0
DHX30,1.0,1.0,0.3304839739168586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EML3,1.0,1.0,0.458356827910516,1.0,1.0,1.0,1.0,1.0,1.0,0.237643351423913,1.0
NSFL1C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.59168147101277,1.0
DNAJB14,1.0,1.0,1.0,1.0,0.4176063409355964,1.0,1.0,1.0,1.0,0.301252567541803,1.0
EZR,1.0,1.0,0.2624764579932819,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EHBP1L1,1.0,1.0,1.0,0.498919375,0.450760146509928,1.0,0.564573034816496,1.0,1.0,0.2705078831283505,1.0
"PKN1, PKN2",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.258549184283492,1.0
SMG9,1.0,0.529686368947234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MPP7,1.0,1.0,0.0409573114040154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LARP1,0.4122860618234143,0.3109388422142187,0.480506765226464,0.3613632184822136,0.599482505217669,1.0,0.3966698150877747,1.0,0.3613632184822136,0.3508325599424879,1.0
MAFG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.415299847002478,1.0
BTK,1.0,1.0,0.3333965251980236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PVR,1.0,1.0,0.59559222111208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SCYL1,1.0,1.0,0.434133285424147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZBTB7A,1.0,1.0,0.408367083104746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KIAA1967,1.0,1.0,0.4251690604302095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LYAR,0.4675867235927369,0.517902759183912,0.4502197672607407,0.3958617935344965,0.449905182168867,1.0,0.3512812388663245,1.0,1.0,1.0,1.0
AUP1,1.0,1.0,0.321357335522958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LATS2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.452857184937496,1.0
ABHD15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.489560640017918,1.0
SCAF11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.573897066435977,1.0
USP1,1.0,1.0,1.0,0.493931096,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ANXA2,1.0,1.0,0.1950419138155912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SYNPO,1.0,1.0,0.450848502201073,0.461681717,1.0,1.0,1.0,1.0,1.0,0.514422762513672,1.0
FOXK1,0.4725500571044845,0.4579304320302295,0.4292135552868292,0.469824457933534,1.0,1.0,0.584417032985208,1.0,0.3517414051528494,1.0,1.0
KHDRBS1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.249355488255205,1.0
OXR1,1.0,1.0,0.3332433632953177,1.0,1.0,1.0,1.0,0.3351306712632325,1.0,0.406134014938171,1.0
TBC1D9B,1.0,1.0,0.4097947939431685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GTF2E2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.439242093525599,1.0
SKA3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.588944994793374,1.0,1.0,1.0
OSMR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.376690089138859,1.0
CDCA5,1.0,0.587397480466906,0.425016566559175,1.0,1.0,1.0,0.476045762423893,1.0,1.0,1.0,1.0
FAM129A,1.0,1.0,0.489940202151236,1.0,1.0,1.0,1.0,1.0,1.0,0.421217444581021,1.0
CDR2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.424570817615587,1.0
SPIRE1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.516140300240948,1.0
BCAR3,1.0,1.0,0.198755085647958,1.0,0.573050175055781,1.0,1.0,1.0,1.0,0.446433023598589,1.0
PDHA1,1.0,0.515834599795941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RPP38,1.0,0.282718020528444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CTDSPL2,1.0,1.0,0.455986322309154,1.0,0.5187247206227275,1.0,1.0,1.0,1.0,0.405396989278784,1.0
SETD1A,1.0,1.0,0.301007210891874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TMEM55B,1.0,1.0,0.419640023890685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
STRN4,1.0,1.0,0.411011478603261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ORC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.405813834264814,1.0
PHF2,1.0,1.0,0.3988988241664635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CTTNBP2NL,1.0,1.0,0.402480698778251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
STAT5A,1.0,1.0,0.425406668651736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WRNIP1,1.0,1.0,0.42221216900549,0.35560134267952,1.0,1.0,1.0,1.0,0.365579289055005,0.2410738716921873,1.0
ZNF891,1.0,1.0,0.160038481052079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FRYL,1.0,1.0,1.0,0.338294552,1.0,1.0,1.0,1.0,1.0,0.163075411952405,1.0
CTAGE5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.430868490934242,1.0
HAUS8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.526208698585899,1.0
RAD21,1.0,1.0,0.511068551430686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MLLT4,0.579555017820817,1.0,0.320086249754963,1.0,0.5199341560163383,1.0,0.435074486507252,1.0,1.0,0.559730903396571,1.0
GBF1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26920472819905,1.0
SEPT2,1.0,1.0,1.0,0.441019671,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LAMTOR1,0.366435207205019,0.299785096753993,1.0,1.0,1.0,1.0,0.441171240905452,1.0,1.0,0.453332045994696,0.57106777434486
MPHOSPH9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.376080329836692,1.0
LIMS1,1.0,1.0,1.0,1.0,0.446116459337579,1.0,1.0,1.0,1.0,1.0,1.0
DENND2C,1.0,1.0,0.349192498555611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CLIP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.414099190806411,1.0
SF3B1,1.0,1.0,0.498905316783997,1.0,1.0,1.0,1.0,1.0,1.0,0.4668838914935408,1.0
"RPS10, RPS10P5",1.0,1.0,1.0,1.0,1.0,1.0,0.585505150298575,1.0,1.0,0.327869189363738,1.0
EIF4B,0.452528977815417,0.452004015582977,0.548725187526076,0.381312619488547,0.546912135546293,1.0,0.552767761915352,1.0,1.0,0.415623822056393,1.0
MAST3,1.0,1.0,1.0,0.540938769267989,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TNRC18,1.0,1.0,0.3125104879730523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LDLRAP1,1.0,1.0,0.343702465547163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HECTD1,1.0,1.0,0.5294973836694102,1.0,0.4854104994523699,1.0,1.0,1.0,1.0,1.0,1.0
PLEKHH3,1.0,1.0,0.3293330200514734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AMOTL1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.412631488523088,1.0
GFPT2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.459343760957028,1.0
HN1L,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
AKNA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.491275851606159,1.0,1.0
TACC2,1.0,0.553106136952889,1.0,0.3977698385,1.0,1.0,1.0,0.52599770606209,1.0,0.2862052631752343,1.0
URI1,1.0,1.0,1.0,0.267141759304106,0.5278196030833685,1.0,1.0,1.0,0.267141759304106,1.0,1.0
C6orf132,1.0,1.0,0.4299158555084305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SNX1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.327257572263256,1.0
HJURP,1.0,1.0,0.441786680568883,1.0,1.0,1.0,1.0,1.0,1.0,0.450129967942645,1.0
CTNND1,1.0,1.0,0.3904028489642541,0.423835199,0.460346631162167,1.0,1.0,1.0,1.0,0.2963212512820496,1.0
EXOSC9,1.0,1.0,1.0,0.467002897,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RRAGC,0.338438258047555,0.424835989041611,0.4581986773072395,1.0,1.0,1.0,0.410680878081622,1.0,1.0,0.54770527447249,1.0
USP54,1.0,1.0,0.362937962455248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BIRC6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.433593195330509,1.0
"HSP90AB1, HSP90AB2P",1.0,1.0,1.0,0.461027218,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRRC2C,1.0,1.0,0.51346961398547,1.0,0.4152433073822015,1.0,0.587524672986743,1.0,1.0,1.0,1.0
DAPK1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.324527601440053,1.0
BLM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.493127422661235,1.0
PALLD,1.0,1.0,1.0,1.0,0.427521773192386,1.0,1.0,0.402334275441274,0.175704791320539,0.4312799485500163,1.0
ARHGAP5,1.0,1.0,0.3732018057838455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PPFIBP2,1.0,1.0,0.3614971432508865,1.0,1.0,1.0,1.0,1.0,1.0,0.4629880176038957,1.0
RAPGEF1,1.0,1.0,0.266387776279495,1.0,1.0,1.0,1.0,1.0,1.0,0.423985436780472,1.0
ATAD2,1.0,1.0,0.372742080920961,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
API5,1.0,1.0,0.271399136312365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD44,1.0,1.0,1.0,0.414320544,1.0,1.0,1.0,1.0,1.0,0.449838398555312,1.0
RNMT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.264803058071636,1.0
MAF1,0.281215766477307,0.19099308130356,0.420403782845608,0.306689325,1.0,1.0,0.2216470832182075,1.0,0.369462345328009,0.435381877193973,1.0
JUN,1.0,1.0,0.4432734294753635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"RBMX, RBMXL1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4164079264935295,1.0
PAK1,1.0,1.0,0.5196454153598595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NSUN2,1.0,1.0,1.0,0.494849612,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CIRBP,1.0,1.0,0.309563580728612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FAM117B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.498648785073162,1.0
PCYT1A,0.573733648221879,0.3569080982274,0.4469608736729218,0.58094721912536,1.0,1.0,0.5199384016794084,1.0,1.0,1.0,1.0
HIST1H1B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.457419172191051,1.0
SCAF8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.415203772489617,1.0,1.0
PCNP,1.0,1.0,0.299992506088611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TTF1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4677735756585305,1.0
FOXO3,1.0,1.0,0.3749394779671592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRCT1,1.0,1.0,0.484650783570486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEK1,1.0,1.0,0.387805317683373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAFD1,1.0,1.0,0.4798159147518155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB11FIP5,1.0,1.0,0.465853020432803,0.344903957715075,0.528040456737719,1.0,1.0,1.0,0.344903957715075,0.458610961694564,1.0
AHCTF1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3924795002816841,1.0
ANKHD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.551512666998345,1.0
WHSC1,1.0,1.0,1.0,1.0,1.0,1.0,0.485281508538869,1.0,1.0,1.0,1.0
N4BP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.585946202171496,1.0
SATB2,1.0,1.0,0.270469525595104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NCAPD2,1.0,1.0,0.25399280743429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARHGEF12,0.418871909421348,0.482725133074819,0.3325973816562985,0.345486496240068,0.461601388950426,0.511797385135827,0.521635738451015,0.521394510068318,0.345486496240068,1.0,1.0
SMG6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.356601096810707,1.0
PKP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.344022021841856,1.0
"NAV2, NAV3",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.469811121502227,1.0
CNNM4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.399772113108849,1.0
PPIG,1.0,1.0,1.0,0.354076722510732,1.0,1.0,1.0,1.0,0.354076722510732,1.0,1.0
WIZ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.570890338139982,1.0
ZFP106,1.0,1.0,0.424020083117275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CDKL5,1.0,1.0,0.549027341335435,0.461760829769307,1.0,1.0,1.0,1.0,0.461760829769307,0.46802375025948,1.0
NCBP1,1.0,1.0,0.4416294547810609,0.454520150045023,0.597987824278335,1.0,1.0,0.467023576865468,0.454520150045023,0.542170081238262,1.0
AP1AR,1.0,0.175976400142582,0.484982279690643,0.521853355765789,1.0,1.0,0.142414309988633,1.0,1.0,1.0,1.0
SNX9,1.0,1.0,0.336471970887938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CASS4,1.0,1.0,0.149695212129439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NCAPD3,1.0,1.0,0.304765308107345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFKFB3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.547461624839825,1.0
NT5C2,1.0,1.0,0.458262577294371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EPS8,1.0,0.529617333731236,1.0,1.0,0.5060209690075237,1.0,1.0,1.0,1.0,0.3545790981385395,1.0
ZDHHC5,1.0,1.0,0.498089290393745,0.466247584,1.0,1.0,1.0,1.0,1.0,0.3473290402617603,1.0
ARFIP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.147914550354514,1.0
RRP15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1535422220497413,1.0
DNTTIP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53061818807881,0.0
RAB3IL1,1.0,1.0,1.0,0.438770246,1.0,1.0,1.0,1.0,1.0,0.487312287725457,1.0
RALGAPA1,0.501180312400291,1.0,1.0,0.3462412181560564,1.0,1.0,1.0,1.0,1.0,0.450832896201346,1.0
BRF1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LYN,1.0,1.0,0.0483526656308883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RPS3A,1.0,1.0,0.2927970934360545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PTPN12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4136506758086,1.0
MAP4,1.0,1.0,0.305838177517943,1.0,1.0,1.0,1.0,1.0,1.0,0.3228332167383684,1.0
ZFP36L1,1.0,1.0,0.33059850129607,1.0,0.410855911843705,1.0,0.497856977960003,1.0,1.0,0.543421564104144,1.0
HNRPDL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.494491157575302,1.0,1.0
"FBXO41, FRYL, ZNF365",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.157205434654646,1.0
SOS1,1.0,1.0,0.3182860783584564,1.0,0.352354436860411,0.584276431855841,1.0,0.3585289228289249,1.0,0.180375734915796,1.0
NRG1,1.0,0.420490486469001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SCYL2,1.0,1.0,0.457789968867586,1.0,1.0,1.0,1.0,1.0,1.0,0.112146552735498,1.0
MMGT1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.326627502960306,1.0
TFRC,1.0,1.0,0.438247052226286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TP53I11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.406340825946323,1.0
MATR3,1.0,0.482866217231078,1.0,1.0,0.517126029250445,1.0,1.0,1.0,1.0,0.583683893738931,1.0
ERRFI1,1.0,1.0,0.487713082637042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CIC,1.0,1.0,0.3248240883713263,0.20581637575536,1.0,0.441969284602911,1.0,0.525580690291182,0.20581637575536,0.35366492306558,1.0
ITGB4,1.0,1.0,0.312574426542522,1.0,1.0,1.0,1.0,1.0,1.0,0.389896931630056,1.0
WAC,1.0,1.0,1.0,1.0,0.564902329783293,1.0,1.0,1.0,1.0,0.3887905000761073,1.0
MED24,1.0,1.0,0.434637686633615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ENSA,1.0,0.39401202282772,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.541260454781205,1.0
MIER3,1.0,1.0,1.0,1.0,0.461295523450881,1.0,1.0,1.0,1.0,1.0,1.0
DENND5B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.264940655381611,1.0
OPTN,1.0,1.0,1.0,1.0,0.577673649403464,1.0,1.0,0.536145435453502,1.0,1.0,1.0
DDX21,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.397599484076568,1.0
