,Gene Name,Lapatinib,Mirdametinib,MK-2206,Nintedanib,Pertuzumab,Pictilisib,Refametinib,Rituximab,Romidepsin,Selumetinib,SHP099 dihydrochloride,Staurosporine,Afatinib,AZD-4547,AZD-8055,Bortezomib,Carfilzomib,CUDC-101,Curcumin,Dactolisib,Dasatinib,Gefitinib,Imatinib,ID
0,", RRN3",-1.1747767797410922,0.0,-1.0808479676170963,0.0,0.0,-1.1450015211992317,0.0,0.0,0.0,-1.1928307089578225,0.0,0.0,0.0,-1.193594443231958,-1.6671162992250788,0.0,0.0,0.0,-1.0901132662616562,-1.383502458366635,0.0,0.0,0.0,54700
1,ABCF1,-2.246720400562262,0.0,0.0,0.0,0.0,0.0,0.0,2.386754350890745,0.0,0.0,0.0,1.3416852888014388,1.477771744314008,0.0,0.0,0.4533648412123748,0.4952617697941197,0.0,1.9893234893767644,0.0,0.0,0.0,0.0,23
2,ABI1,-1.2119819337454194,0.0,0.0,0.0,0.0,0.0,-0.9748317692217444,0.8445346670982575,0.0,-1.5823902009158193,0.0,-1.1581380805120485,0.0,0.0,0.0,1.3547751803523325,1.3896478148771056,0.0,0.0,0.0,0.7256653282462285,-1.1779452738844505,-2.437048229712652,10006
3,ABL1,1.250836012512759,0.0,0.0,0.0,0.0,0.0,0.0,1.7612443532260735,0.0,0.0,0.0,0.0,0.0,-1.36202149369063,0.0,-1.5740633592810165,-1.244458013623268,3.3389332348300957,-1.174609050207524,0.0,-3.0852807876059534,0.0,-1.964992502174577,25
4,ABLIM1,-1.3642318968841092,-0.3838577696174124,0.0,-0.923159767630768,0.0,0.0,-0.9259378855373308,-1.2979236726171532,0.0,0.0,0.0,-1.4336165303971242,0.0,-1.8882208626061767,0.0,0.666759816595169,0.1188337080819362,0.0,1.9217112178118545,0.0,-0.8386924497333884,-1.7006789009970256,0.0,3983
5,ABLIM3,-1.7496565225564384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.390878669072003,0.0,0.0,0.0,0.0,0.0,-1.18410664601995,0.0,1.1433476867427053,1.1828327788457662,1.040372952149457,22885
6,ACACA,2.3510673679115164,0.0,0.0,0.0,0.0,0.0,0.0,2.269648217504157,0.0,0.0,0.0,0.0,-2.0746115073825906,0.0,0.0,1.6857744863893298,1.7257359961217145,0.0,0.0,0.0,-1.443259065935753,-2.1349366307663744,0.0,31
7,ACAP2,1.266348855150217,0.0,1.0362078015203804,0.0,0.0,0.0,0.0,-1.210445466547709,0.0,1.0362078015203804,0.0,0.0,0.0,0.0,0.0,0.722589764759153,0.530981801285496,0.0,0.0,0.0,0.0,0.0,0.0,23527
8,ACIN1,-0.3444618695598553,0.0,-0.9316768797560376,-1.2535061714546798,1.6737624709006815,-1.0796232975400273,0.0,1.5522887197363802,0.0,-1.0941403021283924,0.0,0.1635197730820816,-2.032900934916872,-1.156721111623267,-0.98720369199884,1.6868116950289929,1.340396367518315,1.4257180946518184,1.2700690509326769,1.104111703383519,-1.7223935390348486,-1.904936879848789,1.0973251262054486,22985
9,ACLY,-2.686532534549445,0.0,-1.2793553659276873,0.0,-1.3325849878635698,-1.147957347945484,0.0,1.037236193490745,0.0,0.0,0.0,-1.472632373165404,0.0,0.0,-1.034942361156297,2.0842190456735907,2.152159049785915,1.4734899513000228,0.0,-1.1277020564858793,0.0,-1.015285507532371,0.0,47
10,ACTL6A,1.86883238073551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86
11,ADAR,-1.4291309584986136,0.0,1.1084273398100282,0.0,0.0,0.0,0.0,1.5670302473979314,0.0,0.0,-1.3363571676912966,0.0,-1.1112785998392722,-1.4807091902968412,0.0,2.093538108083152,1.7482027688526272,0.0,3.189811522865888,0.0,-0.816447377388357,-1.0603645504350254,1.0926192984445595,103
12,ADCY6,-1.1963947943534128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
13,ADD1,1.8813964570790151,0.0,0.0,0.0,0.0,0.0,0.0,1.2355026737520296,0.0,0.0,0.0,0.9755192118955396,0.0,0.0,0.0,-0.0633025593576763,-1.3457867719753125,0.0,1.2325181623605044,0.0,0.0,0.0,0.0,118
14,ADD3,1.259548378610017,0.0,0.0,0.0,0.0,0.0,0.0,0.031352465095417,0.0,0.0,0.0,1.0723212198075474,0.0,0.0,0.0,-1.627681398488654,-1.5865891902610012,0.0,0.0,0.0,0.0,0.4744649411469199,0.0,120
15,ADNP,-1.9222686462402052,0.0,0.0,0.0,0.0,0.0,0.0,-1.1413589229318164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7030429852127875,-1.9541557084608252,0.0,0.0,0.0,0.0,-1.0310382601642902,0.0,23394
16,AFAP1,-1.9042549053226971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1010997604090823,0.0,0.0,0.0,1.0425472904578783,1.1289424096652083,0.0,1.2312091396448674,0.3394305248450763,0.9194166000911426,0.0,0.0,60312
17,AFAP1L2,1.08821366569752,-0.3491697151430175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5148798063286215,0.0,-1.387492077345422,0.0,-2.883007213890242,-2.957858724861008,0.0,0.0,0.9029978886350843,-0.883734482188873,0.0,0.0,84632
18,AFF4,0.3203284065740384,0.0,-1.8646175060349768,-0.963035335738562,-1.4530497032474856,-1.4629032406131657,0.0,1.22899246248373,0.0,-2.3402580111870037,0.0,-1.503606574213057,0.0,-1.1307968401288369,-1.372113715358665,-1.395067872999226,-1.3905598839351108,0.0,0.0,-1.0484993168975496,-1.7400803663161428,1.054958201103384,0.0,27125
19,AGFG1,1.2543061982691277,0.0,0.0,0.0,0.0,0.0,0.0,0.0098861987314458,0.0,0.0,0.0,-1.1521407899911371,1.2865183257770174,0.0,0.0,-1.6187755557117685,-1.7008681404584378,0.0,-1.4463512145394948,0.0,1.174128838501174,1.2419258228969323,0.0,3267
20,AGPS,1.3438254646848764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8540
21,AHCTF1,-1.2084162023873584,0.0,0.0,0.0,0.0,0.0,0.0,-1.1594116860153247,0.0,0.0,0.0,0.0503708365430587,-1.315690775410269,0.0,0.0,1.5974549957012691,1.4238242166812407,-1.831785286220987,-1.438600062019471,1.0287015483007318,0.0,-1.198186670017282,0.0,25909
22,AHNAK,0.5912913721222725,-0.3766976947151207,-0.211172830747307,0.1457811054828334,1.4878133659494888,0.7558064950832724,0.3807152370365131,0.0,-1.0959707552021545,-0.1811087968375632,-1.6642827753113727,0.7761377765302586,0.8125933892128965,-0.2354634416583907,0.8338968496033281,1.123474487081923,1.1007094165662992,0.5353187964995114,1.1467983236933152,0.4389776716733833,-0.0139271487387307,0.0258543754426907,1.2497145240945473,79026
23,AHNAK2,1.7277858896049223,0.0,1.0783280527868364,-0.9265286832811572,0.0,0.0,0.0,0.0,-1.129683991753097,0.0,0.0,0.1644693755930616,-1.90937113360219,1.7277858896049223,0.0,0.0,0.0,1.2314524475149529,3.959894042441343,1.024306011809638,-0.987195521884129,-2.056591289101155,1.699272312154985,113146
24,AIFM1,1.3477793834953595,0.0,0.0,0.0,0.0,0.0,0.0,1.291579580687632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6733773767706746,2.4929144278892736,0.0,0.0,0.0,0.0,0.0,0.0,9131
26,AK5,1.150687970361434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.150687970361434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26289
27,AKAP12,-1.5274905289609435,0.0,1.442380573569345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.127124887872568,-1.78812552220071,0.0,0.0,0.0,0.0,0.0,1.621676524876043,3.2337658614281577,1.0588727583164912,0.1909008996111765,1.1171414096994088,0.0,9590
29,AKAP8L,-1.8568660865231852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.687302136255106,-2.6031230984178784,0.0,0.0,0.0,0.0,0.0,0.0,26993
30,AKT1S1,-2.336468110017357,0.0,0.0638585180633551,-1.1653710794611094,-2.005378225728468,0.5839902733437699,0.0,1.6324959680426283,0.0,-0.1501173043429209,0.0,0.2497095339297467,0.2874875916531934,0.1664542454438224,0.3457615919559003,2.1103429218000955,0.53091429240045,0.0,1.126897511787818,0.1555558413809118,0.4664609997602046,0.070972921170565,0.0,84335
31,ALDOA,1.583569777278129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.459627316244416,2.5258589554623176,0.0,1.7058191226426551,0.0,-0.8466184579761633,0.0,0.0,226
32,ALKBH5,-1.3219493581414417,0.0,-1.359880835459338,0.0,0.0,0.0,0.0,0.0,0.0,-1.359880835459338,0.0,0.0,0.0,0.0,0.0,0.1183807150983597,0.4587961689120213,0.0,0.5642688483834424,0.0,0.0,0.0,0.0,54890
33,AMOTL2,1.4748218372288735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1138287079894158,0.0,0.0,0.0,0.0,0.0,51421
34,ANKIB1,-1.4549728352716682,0.0,-1.0128427802634783,0.0,-1.1156643220924038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.666058124683286,0.0,0.0,-1.5079134382715258,-1.4036757498926156,0.0,0.0,0.0,-1.2593016057607749,0.0,0.0,54467
35,ANKRD16,-2.2432998883798363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0833459695326513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54522
36,ANKRD34A,-2.3596645232707814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.120226162851109,0.0,0.0,0.0,0.0,0.0,0.0,284615
37,ANKS1A,-1.0779432048008482,0.0,0.0,-1.1376293229766608,0.0,0.0,1.1210068265515647,1.5698935773779603,0.0,0.0,0.0,0.4142841138653252,-1.1529027581002207,-1.1353501266646395,0.0,0.5870120477335983,0.9760656640387813,0.0,-2.285645101507325,1.896243458039288,-2.50693354913381,-1.1067440268545257,0.0,23294
38,ANKZF1,-1.0420238027823552,0.0,0.0,0.0,0.0,0.0,0.0,-1.1274369429836677,0.0,0.0,0.0,0.0,0.2696232973253999,0.0,0.0,0.8561650501184803,0.9596964515818296,0.0,1.0811385824811728,0.0,-1.5137763741381678,-2.34446758591085,1.0151137165910236,55139
39,ANLN,1.2958041324934204,0.0,0.0,0.0,1.1650965355367204,0.0,0.0,2.0836980881802294,0.0,0.0,0.0,-1.2865241468009023,-1.581433455820973,0.5470988335927118,0.0,1.4687776320488548,1.3297730637927676,-2.1366595516868943,1.197199603834018,0.6368983476822319,0.0,1.0096492130329038,0.0,54443
40,ANP32B,1.1045583722129648,0.0,0.0,0.0,0.0,0.0,0.0,1.3454591235961,0.0,0.0,0.0,0.894835116749795,0.0,0.0,0.0,-1.992530516270452,-1.5190892102313356,0.0,0.0,0.0,0.0,0.0,0.0,10541
41,"ANXA2, ANXA2P2",-1.9520854351021404,0.0,-1.1649937134678177,0.0,0.0,0.0,0.0,0.0,0.0,1.016722702809926,0.0,0.7658176939017303,0.0,-2.0502258513150786,0.0,1.9279011460972375,2.15093510711034,0.0,0.0,0.0,-1.6448556289676357,0.0,0.0,302
42,AP3D1,1.6223543929074804,0.0,0.0,0.0,0.0,0.0,0.0,-0.5789414358537301,0.0,0.0,0.0,0.0,-2.2129353640701823,0.0,0.0,1.1855219064044695,0.6510617948135058,0.0,0.0,0.0,0.0,-2.10608762685468,0.0,8943
43,APBA2,-2.53437470490051,0.0,-1.179277702656004,0.0,0.0,0.0,0.0,0.0,0.0,-1.179277702656004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321
44,APIP,-1.1001769008463138,0.0,0.0,0.0,0.0,0.0,0.0,1.2813483820954013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.851924638117118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51074
45,APPL1,1.0318179203334423,0.0,0.0,0.0,0.0,0.0,0.0,-0.6285397251964109,0.0,0.0,0.0,0.0,0.0,-1.4227553036875982,0.0,2.668904931804242,2.629020307244246,0.0,0.0,0.0,0.0,-1.2945730311083374,0.0,26060
46,APTX,-2.209044985515025,0.0,-1.013183703459993,0.0,0.0,-1.116035112126946,0.0,0.0,0.0,0.0,0.0,-1.466737001577418,1.2120810542318965,0.0,-1.0779091970376944,-1.6311039907190543,-1.8173968160599827,0.0,0.0,-1.352159780974686,0.0,1.0999720836849098,0.0,54840
47,ARFGAP1,-1.6637071394325615,0.0,0.0,0.0,0.0,0.0,0.0,1.6065856177858056,0.0,0.0,0.0,0.0,-1.524740891631059,0.0,0.0,1.1476056571579916,1.179951857062895,0.0,1.0938250378237824,0.0,0.7753437769129528,-1.5376837944553516,0.0,55738
48,ARFGAP2,1.3677667449984172,0.0,0.0,0.0,0.0,0.0,0.0,2.714333213975527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.607899295977715,1.3538681982709042,0.0,0.0,0.0,0.0,0.0,0.0,84364
49,ARFGEF1,-1.3310773238485505,0.0,0.0,0.0,0.0,0.0,0.0,-2.312623121896048,0.0,0.0,0.0,0.0,1.8186503024861265,0.0,0.0,1.0338447446835617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10565
50,ARFGEF2,0.3862199516184129,0.0,0.0,0.0,0.0,0.0,0.0,-1.03180301641241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3914392456852924,-0.3231931875175278,0.0,-1.7122324426292477,0.0,0.0,0.0,0.0,10564
51,ARHGAP17,-1.7753796204658738,0.0,0.0,0.0,0.0,0.0,0.0,0.531590691433731,0.0,0.0,0.0,0.0,0.0,-2.3740299058533343,0.0,-1.5893502489408775,-1.57829656868634,0.0,0.0,0.0,0.0,0.0,0.0,55114
52,ARHGAP19,-1.1202795029843458,0.0,0.0,0.0,0.0,0.0,0.0,3.294250628123616,0.0,0.0,0.0,0.0,-1.1657877145317626,-1.353543329551543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.193279034312367,0.0,84986
53,ARHGAP21,1.1749042340988625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2297430217864045,-1.7979116578563434,0.0,0.0,0.0,0.0,0.0,-1.7472790464222037,0.0,-1.3008370368553672,-1.8960500454294085,1.7254459369771673,57584
54,ARHGAP29,-1.1169465932333535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.073336637875371,-1.3075570370613936,0.0,0.0,0.0,0.0,-1.198478418250085,0.0,-1.465739757423548,0.0,0.0,9411
55,ARHGAP32,0.1998754366829023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4852959548211202,-1.3455336544533656,0.0,0.0,0.0,0.0,0.0,0.0,9743
56,ARHGAP35,-0.0415731385221671,-1.2711821879559808,1.476398471470025,-1.2216493374662345,0.0,0.0,-1.213421897777048,1.6822971649351788,0.0,0.0,0.0,-1.3771950350441813,-2.2263282334828225,-0.0756036346063288,0.0,-1.3176651265473345,-1.3499654113761708,0.0,-1.214033797711069,0.9095641497254708,-1.6502926054335365,-2.104758375246514,1.0578397895890572,2909
57,ARHGAP39,-0.120301083794037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2148745420461042,0.0,0.0,0.0033363152105332,0.0,0.0,0.0,0.0,0.0,0.0,-1.5305480214577687,0.0,0.8170925237477703,0.0,0.0,80728
58,ARHGAP5,-1.0798813690295277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7762942590794403,1.4814143199245593,0.0,0.0,1.151403854332932,1.4156331739078083,0.0,0.490441228357231,0.0,-1.4219721280195128,-1.5256217086423425,0.0,394
59,ARHGEF1,-6.643856189774724,-1.2107260506931936,0.3131565001496901,0.0,0.0,0.0,-0.8036950316570083,-1.274324023233254,0.0,-1.3629503094368105,0.0,0.0,-3.5276072373074974,0.0,0.0,2.252848997982773,2.2279503268612864,0.0,0.0,0.0,0.0,-2.683053125129749,0.0,9138
60,ARHGEF11,0.1534361816044396,0.0,0.0,0.0,-1.7825004277076877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6201730547841002,0.0,-1.5995829286153231,-1.988997842302707,0.0,0.0,0.0,0.0,0.0,0.0,9826
61,ARHGEF12,-2.026036957378841,-0.9663553184775922,-1.3454201890915705,-1.1152805298535404,-1.3282939480290878,-0.9388853796132868,-0.9395527025373106,0.0,0.0,-1.5332987726623013,0.0,0.0,-3.2007876211071213,-2.707465071891064,-1.2554189581104214,0.0,0.0,0.0,1.2136128086900793,-1.0507261522596725,-1.4095686938107728,-3.1270143463080955,0.0,23365
62,ARHGEF16,1.0417360207965611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.03782262675021,0.0,1.0417360207965611,0.0,1.641600688521844,1.4408706601080152,0.0,-1.1802094942281691,0.0,-0.9514595861683546,0.0,0.0,27237
63,ARHGEF17,0.3360936731998534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2814250114731691,0.0,1.1581635180087713,0.0,0.0,0.0,0.0,-2.6570245677364697,0.0,0.0,0.0,0.0,9828
64,ARHGEF18,-1.141176858581391,0.0,0.0,0.0,-1.014575600269887,0.0,0.9419115459980276,1.0685509793332608,0.0,0.0,0.0,0.7924644492245393,0.0,0.0,0.0,-1.7789698355427894,-1.1688400593315331,0.0,0.0,0.0,0.0,0.0,0.0,23370
65,ARHGEF2,-1.5755517788817388,0.0,0.0,0.0,-1.9379895125592748,0.0,0.0,1.3163827883469672,0.0,0.0,0.0,-1.40732766537475,-1.4516455229013967,1.338220973009483,0.0,1.33383099537789,1.275913530268719,1.42811440210137,1.071862874786121,1.095030045066652,-1.157751116128109,1.338220973009483,0.0,9181
66,ARHGEF3,-2.3656189640756278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3071592620692951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7042151007486137,0.0,50650
67,ARHGEF35,-1.2844446532312526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2880350565172678,0.0,0.0,445328
68,ARHGEF5,-1.0955065135638953,0.0,0.0,0.0,-1.207280541337693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.437833646380609,-1.5613583218221454,0.0,0.0,0.0,0.0,0.0,0.0,-1.6088797808470912,-2.0589491353243674,0.0,7984
69,ARRDC1,1.122502452604258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92714
70,ASF1A,1.2139545663205695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6732244018158194,0.2801721447009624,0.0,0.0,0.0,0.0,0.0,0.0,25842
71,ATAD2,-1.4024603465867884,0.0,0.0,0.0,1.0615740499281805,0.0,0.0,1.898803733899379,0.0,0.0,0.0,0.0,2.399822210015505,0.0,0.0,2.174447146110793,1.9545910246179208,0.0,-1.5924772106871423,0.0,1.4203943431955064,-2.659915851187734,0.0,29028
72,ATF2,-1.4463587842319594,0.0,0.0,0.0,0.0,0.0,0.0,0.0843294016475729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.235681538421437,-1.9094834656949196,0.0,1.3507742795999338,0.0,0.0,0.0,0.0,1386
73,ATF7IP,1.0605704376692378,0.0,0.0,0.0,0.0,0.0,0.0,0.8239316224454482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8424336226973776,1.6201555014913624,-1.0436382245703983,0.0,0.0,0.0,0.0,0.0,55729
74,ATG13,-1.5080733709113596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5080733709113596,0.0,-1.2161720186710083,-1.4344847264089895,0.0,0.0,0.0,0.0,0.0,0.0,9776
75,ATN1,0.4127558238795493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.118865841858104,0.0,0.0,0.0,0.0,0.0,0.0,-1.685565227627705,-1.7804500869845603,-1.5216899710699294,0.0,0.0,0.0,0.0,0.0,1822
76,ATP1A1,1.2556928691876714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8402890768932345,0.0,0.0,476
77,ATP2B1,1.7623276722782086,0.0,0.0,0.0,0.0,0.0,0.0,0.4118625226365235,0.0,0.0,0.0,1.9064765587788628,0.0,1.7623276722782086,0.0,-2.2695860429627563,-1.4814931679779453,0.0,0.0,0.0,0.0,0.0,0.0,490
78,ATP6V1C2,-2.8536230220067003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245973
79,ATRX,0.3207389405116465,0.0,-1.6353348707246496,-0.9411097435514212,0.0,0.2447265514626076,0.0,1.825568718315022,0.0,-2.221553308186598,0.0,0.0748856602155466,0.2652938179232221,0.0,0.0,0.9803661154121166,0.9166968759221392,0.0,-1.1480910523827543,1.030618837115595,1.115839097914507,0.454140628639466,0.0,546
80,ATXN2L,1.3072398874427158,0.0,0.0,0.0,0.0,0.0,0.0,-0.0195315023328037,0.0,0.0,0.0,0.0878074528349536,1.4609952029416615,0.0,0.0,2.0102809074430046,1.9409981656734991,-1.1448744599934544,0.3994382425306198,0.0,0.8259829599331386,0.0,0.0,11273
82,BABAM1,-1.7468324585936228,0.0,0.0,0.0,0.0,0.0,0.0,1.4625514455135975,0.0,-1.3712128089246596,0.0,0.0,0.0,0.0,0.0,0.0,1.0012324020247234,0.0,0.0,0.0,-1.5761939164179195,0.0,0.0,29086
83,BAG3,-1.1276400865795229,0.0,0.0,0.0,0.0,0.0,0.0,-3.6745035716605776,0.0,0.0,0.0,0.1367353838538327,-1.2275099626855406,-1.3680182060452122,0.0,1.114788277219004,1.1530844432256375,0.0,-1.384751217643308,0.0,0.0,-1.2699235822395332,0.0,9531
84,BAG6,1.1548938117803411,0.0,0.0,0.0,0.0,0.0,0.0,-1.282042773152895,0.0,0.0,0.0,0.9833535364984536,0.0,0.0,0.0,0.3785023728696059,-1.338036870040191,0.0,0.0,0.0,0.0,0.0,0.0,7917
85,BAHD1,-1.4454588270797288,0.0,0.0,0.0,0.0,0.0,0.0,2.457906926607407,1.2592961669307785,0.0,0.0,0.0,-1.5752182172150615,0.0,0.0,1.2790009914666292,1.0118339929217153,0.0,0.0,0.0,0.0,0.0,0.0,22893
86,BAIAP2,0.8709891864890372,0.0,0.0,-0.7690193677706577,2.27851634017953,0.0,0.0,0.0,2.167798017325945,0.0,0.0,-1.5083304241333777,0.0,0.3877873141250821,0.0,-1.7078216962802246,-1.6617144161932915,0.0,0.0,0.0,0.483096567959853,0.0,0.0,10458
87,BANF1,-1.398139237698078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.850987607411261,0.0,0.0,3.25262793102608,2.9003136142423345,0.0,0.0,0.0,0.0,0.0,0.0,8815
88,BAP1,-6.643856189774724,0.0,0.0,0.0,0.0,0.0,0.0,-1.274877942429163,0.0,0.0,0.0,0.0,0.0,-6.643856189774724,0.0,-1.697536922160084,-1.7720032351715276,0.0,0.0,0.0,0.0,0.0,0.0,8314
89,BAZ1A,1.1786809609343758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0656982945574025,-1.1742847110253998,0.0,0.0,0.0,0.0,0.0,11177
90,BAZ1B,0.7810877611725126,0.0,0.0,0.0,0.0,0.0,0.0,0.8235627898444832,-1.3074304999185034,0.0,0.0,0.1095341617339768,1.3044985848407769,0.0,0.0,1.6751620619750718,1.9354341302924816,-2.0818680931221056,0.0,0.0,0.2463718957123061,0.0,0.0,9031
91,BBX,1.0032830851285628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8398181911682492,-1.0988115477030065,0.0,0.0,2.1688993583958576,1.8834760092098397,0.0,-1.4606954538968753,0.0,0.0,0.0,0.0,56987
92,BCAR1,1.394455027135962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.394455027135962,0.0,-2.0475907044726984,-1.98589970047731,0.0,-1.1750672935980782,0.0,-1.2969830588809177,1.1848651770328913,0.0,9564
93,BCAR3,1.7913491022823445,0.0,0.0,-0.8032666310622155,0.0,0.0,0.0,-1.3156716772241304,0.0,0.0,0.0,-1.1634843445577463,-2.117422221544966,0.0,0.0,0.0,0.0,0.0,-2.475741342817865,0.0,-1.9831090674258,-2.563335797565688,0.0,8412
94,BCAS3,-1.2285395873668803,0.0,0.0,0.0,0.0,-0.7927534507646447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.138979775493607,0.0,0.0,0.0,54828
95,BCKDHA,1.4069236972104175,0.0,-1.1561712101972543,0.0,0.0,0.0,0.0,-1.9333751380575213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5006740690900089,1.6693418493697012,0.0,0.0,0.0,0.0,0.0,0.0,593
96,BCL6,1.0295826229141365,0.0,0.0,0.0,0.0,0.0,0.0,-1.055466130384123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.288652664458285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604
97,BCL7C,-1.9169858942933728,0.0,-1.413632498232833,0.0,-1.1992369838891457,-1.206388207014273,0.0,0.0,0.0,-1.2888423855522984,0.0,0.0,0.0,0.0,-1.6053134817400203,0.5104767521381516,0.8215138581442512,0.0,0.0,-1.8641174503025089,-1.5355893108820309,0.0,0.0,9274
98,BCL9,-2.006218110626597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3159287811508988,-1.2585103533395623,0.0,-1.2978000133587944,-1.503313809064383,0.0,-1.216104682173664,0.0,0.0,-1.1648595561580088,0.0,607
99,BCL9L,0.3322551776188483,0.0,0.0,-1.2780893820544377,0.0,0.1300253004443984,0.0,0.0,0.0,0.0,-1.3604693897416849,1.4974312585690557,0.5398012549915543,-1.0563564882620688,0.3987814012005283,-1.6203623571576422,-1.5971625158351794,0.0,2.1179329861197647,1.766539512488873,-1.1691614530031822,0.1942141047492138,0.0,283149
100,BCLAF1,0.5164255719774303,0.0,0.0,-0.7396969390617333,0.0,0.7759113864108399,0.0,1.659818796794098,0.0,-2.029206088442059,0.0,0.3592377075217601,1.4592802043392,0.4464603476036362,0.0,2.0760655524644718,1.651007429663997,1.7711141341430368,0.2274232579917062,-0.8400760068299016,0.7245308479596184,1.3022679321248989,1.134448083988609,9774
