,Gene Name,Trastuzumab,Tideglusib,Lapatinib,Mirdametinib,MK-2206,Nintedanib,Pertuzumab,Pictilisib,Refametinib,Rituximab,Romidepsin,Selumetinib,SHP099 dihydrochloride,Staurosporine,A485,Afatinib,AZD-4547,AZD-8055,Bortezomib,Carfilzomib,CUDC-101,Curcumin,Cytarabine,Dactolisib,Dasatinib,Gefitinib,Imatinib
432,MED19,0.0,0.0,4.951853480559571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.951853480559571,0.0,7.776278879472682,7.912554172348166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,MELK,0.0,0.0,6.872355862899171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.824261183699366,0.0,8.354418500095582,0.0,0.0,8.55762426365466,7.82985981634467,4.360105034999999,4.153979370999999,0.0,0.0,0.0,6.658970469760909,0.0
434,MEPCE,0.0,0.0,6.937890903652009,0.0,8.771067078554742,0.0,0.0,6.898674243694424,0.0,0.0,0.0,8.29394582383508,0.0,6.628868560369772,0.0,8.207072700334045,0.0,0.0,8.05460211701641,7.951330238230538,0.0,5.01939469,0.0,8.049882268263156,5.867851787761456,7.382879409591897,0.0
435,METTL14,0.0,0.0,6.816787253572303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,MICAL1,0.0,0.0,5.2713341773849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33525470751635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.539996271208999,0.0
437,MICAL3,0.0,0.0,6.04135560653066,8.850003309574868,7.851000922604891,0.0,0.0,0.0,9.182782068796286,-2.4193633143333333,0.0,8.152030918268872,0.0,7.571172582467524,0.0,8.191591244349892,4.6262773420240615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.015317638379934,6.6491726447750885,0.0
438,MICALL1,0.0,0.0,5.786497830911456,0.0,0.0,4.593079204788827,0.0,0.0,0.0,-2.516235507333334,0.0,0.0,0.0,0.0,0.0,8.721897243749973,5.206901804111237,8.647998431698742,8.274491085209743,8.095046391581118,0.0,4.802163194999999,0.0,0.0,0.0,6.618941041802758,0.0
439,MKL1,0.0,0.0,6.107847596679682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.051784153077295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.973621110832386,0.0
440,MKL2,0.0,0.0,6.614746357363677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.343058327216377,0.0,0.0,8.140673933235858,6.666562767695682,0.0,7.4147101886118785,7.38910736950806,3.9641773359999983,0.0,0.0,0.0,7.212461772364165,7.676887393133182,0.0
441,MKNK1,0.0,0.0,6.168715807030289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.452330056540797,0.0,8.253041141522315,8.036119279731109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,MLLT10,0.0,0.0,7.03204436559994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.738153692110126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,MLLT6,0.0,0.0,6.311627091352573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.229722605581246,8.096591757916418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,MLPH,0.0,0.0,6.286088329290768,0.0,6.790622881486779,5.284379868950135,0.0,7.143612266652591,0.0,0.0,0.0,7.794397110156243,0.0,8.238543575311303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,MON1B,0.0,0.0,6.789463702624564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.463575917708785,6.58012914088547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,MPHOSPH8,0.0,0.0,4.5515640430322,0.0,0.0,0.0,0.0,0.0,0.0,-3.2633502559999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.297378572087535,8.274876130972757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,MPRIP,0.0,0.0,6.4796160054100325,0.0,5.278824249084248,6.002112689659819,0.0,0.0,0.0,-2.9993976625000003,0.0,0.0,0.0,8.03393536974274,0.0,8.180078689947948,5.191445324518606,0.0,8.531664593442935,8.341405186280735,4.093756838,4.066483643999999,0.0,0.0,5.365245577990119,0.0,0.0
448,MSH6,0.0,0.0,6.782379785891295,0.0,8.549906497999999,0.0,-2.050805004999998,0.0,0.0,-2.70529476,0.0,0.0,0.0,6.097776437524091,0.0,0.0,0.0,0.0,0.0,0.0,4.114046432,0.0,0.0,0.0,0.0,8.54249298720397,0.0
449,MTMR14,0.0,0.0,6.316541174467675,0.0,0.0,0.0,-4.755112818999999,0.0,0.0,-2.0871180000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,MTMR6,0.0,0.0,7.8464995526993615,0.0,0.0,0.0,0.0,0.0,0.0,-2.0904271580000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,MTSS1L,0.0,0.0,6.551738465372413,0.0,0.0,0.0,-4.469587337,0.0,0.0,0.0,0.0,8.36680826973676,0.0,8.200648908840144,0.0,0.0,6.5613687517331645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42974838967856,0.0,0.0
452,MYBBP1A,0.0,0.0,6.6746546673921445,0.0,0.0,0.0,0.0,0.0,0.0,-1.7717175660000004,0.0,0.0,0.0,7.361673745808411,0.0,0.0,0.0,0.0,8.489262201219097,0.0,0.0,4.808793301,0.0,0.0,0.0,0.0,0.0
453,MYC,0.0,0.0,6.247355712490774,0.0,7.038449553999999,0.0,0.0,0.0,0.0,-2.723918229,8.642545225999998,0.0,0.0,0.0,0.0,0.0,9.26881381421957,0.0,0.0,0.0,6.724575509999998,4.508865189999999,0.0,0.0,6.165824219054092,6.825198768248965,0.0
454,"MYC, MYCN",0.0,0.0,7.179317322273495,0.0,7.7280894483863385,0.0,0.0,7.241815453926136,0.0,-2.970835827,8.637584439,7.680312456551668,0.0,0.0,0.0,7.922191552091052,0.0,8.244289186178376,0.0,0.0,7.142806150999999,4.470228408,0.0,0.0,5.251121429512057,6.866219949833779,0.0
455,MYCBP2,0.0,0.0,6.011245427325722,0.0,0.0,0.0,0.0,0.0,0.0,-2.5468741489999998,0.0,0.0,6.389608710578693,0.0,0.0,8.00961025746331,5.181398168464354,0.0,8.669444678628738,7.193538852453384,0.0,0.0,0.0,0.0,10.365897194575602,6.4799644302463255,0.0
456,MYH9,0.0,0.0,7.091103540224065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.568398671470261,8.026584359408057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,MYO5A,0.0,0.0,5.924688686028548,0.0,7.610250433442016,5.101428442556455,-4.328492869999999,0.0,0.0,0.0,0.0,7.911280429105997,0.0,0.0,0.0,8.011189208051992,0.0,0.0,8.030065330076306,8.67930384980528,0.0,0.0,0.0,0.0,6.020590545473609,6.859153828966726,0.0
458,MYO5B,0.0,0.0,6.232500413400338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.978109811672153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.440843356602801,5.583908505211343,0.0
459,MYO6,0.0,0.0,5.290144356825662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,MYO9B,0.0,0.0,6.140577728514892,0.0,7.216200404999999,5.026683559022405,0.0,0.0,0.0,-2.4579864374,0.0,0.0,0.0,7.069062026248326,0.0,0.0,0.0,0.0,8.618746439086271,8.052866305180544,0.0,0.0,0.0,0.0,5.886108992742711,0.0,0.0
461,NAA30,0.0,0.0,5.860223259931298,0.0,0.0,0.0,0.0,0.0,0.0,-3.0130319570000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.481028180942256,7.590198739610798,3.5695798409999995,0.0,0.0,0.0,0.0,0.0,0.0
462,NAP1L4,0.0,0.0,6.836578581610176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.296575518894363,8.391216447017683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,NCBP1,0.0,0.0,6.94559694201328,8.626761275387492,9.664428978670394,4.493379749946806,0.0,0.0,8.551042706733682,0.0,0.0,9.187307723950733,5.73236871295988,8.045232637769923,0.0,0.0,6.439089947452265,0.0,8.17655941926751,0.0,0.0,0.0,0.0,0.0,7.909949237467942,0.0,0.0
464,NCKAP5L,0.0,0.0,6.457201773699442,0.0,0.0,0.0,0.0,0.0,0.0,-2.918880317,0.0,0.0,6.270755114779646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.994854942,0.0,0.0,8.864792409419739,0.0,0.0
465,NCOR1,0.0,0.0,4.759030123752036,0.0,0.0,0.0,0.0,0.0,0.0,-2.4735655139999997,0.0,0.0,0.0,0.0,0.0,7.642963709246653,0.0,0.0,8.176602298938523,8.298553910916283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,NDEL1,0.0,0.0,4.481330604115232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,NDRG1,0.0,0.0,6.674275006664925,0.0,5.924753889000001,6.316582223902152,0.0,7.39934162669137,0.0,0.0,0.0,0.0,0.0,7.751085927251824,0.0,8.483756771135154,8.552743164380365,7.75207246121741,8.074807190459396,7.903175930562143,4.233796214999999,0.0,0.0,8.09624683523689,7.186222398577326,6.676158160193482,0.0
468,NDRG3,0.0,0.0,5.9297853421501845,0.0,6.958451788315381,0.0,0.0,0.0,0.0,0.0,0.0,6.481330533595719,0.0,0.0,0.0,8.092727352682717,6.079311508157015,0.0,0.0,8.394433883839673,0.0,0.0,0.0,0.0,0.0,6.469355612967094,0.0
469,NEBL,0.0,0.0,7.321988210783062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,NEDD4L,0.0,0.0,5.812158434225868,0.0,5.515888694848589,0.0,-2.0788270730000007,6.843428091008415,0.0,-4.126834415999999,0.0,5.038767440128926,0.0,7.537097156838622,0.0,7.900330002080978,0.0,0.0,6.989803874519001,8.14820544903943,0.0,0.0,0.0,0.0,0.0,6.083182548489151,0.0
471,NEK9,0.0,0.0,6.639956837120262,0.0,0.0,0.0,0.0,0.0,0.0,-1.4435458649999993,0.0,0.0,6.694359323670809,0.0,0.0,8.472944146164915,6.507672827975831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.595602580381363,6.48615261331542,0.0
472,NEMF,0.0,0.0,6.333606394736368,0.0,5.60756736290952,5.009216192407927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.530437499313807,7.487569953273251,7.355300350011844,0.0,0.0,0.0,8.349267819252761,0.0,0.0,0.0
473,NES,0.0,0.0,4.767971621996318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,NF1,0.0,0.0,6.559962607235306,0.0,0.0,0.0,0.0,0.0,0.0,-2.620243074,0.0,0.0,0.0,7.497256971679781,0.0,0.0,0.0,0.0,0.0,8.338948333607975,0.0,4.762337877,0.0,0.0,0.0,0.0,0.0
475,NFATC1,0.0,0.0,6.493758403702841,0.0,0.0,0.0,-4.398746633,0.0,0.0,-2.7661039562499994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.263135129312031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,NFATC2,0.0,0.0,5.1831854074459045,0.0,0.0,0.0,0.0,0.0,0.0,-1.8546048588181818,0.0,0.0,0.0,0.0,0.0,0.0,5.800289118636314,0.0,8.41262597793218,8.153988454309529,0.0,4.913540427999999,0.0,0.0,9.787894268921155,0.0,0.0
477,NFATC2IP,0.0,0.0,5.303778955419256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.30158835430578,0.0,7.9501644081735705,7.699652690494768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,NFIX,0.0,0.0,6.587119786467354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.175860224775105,6.678283094335854,0.0,8.183191589791898,8.172398045342284,0.0,4.314256657,0.0,0.0,4.872120272233757,6.110398380098735,0.0
479,NFKB1,0.0,0.0,5.208962241246764,0.0,0.0,0.0,0.0,0.0,0.0,-2.152121785999999,0.0,0.0,0.0,0.0,0.0,0.0,5.3038016481812384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,NFRKB,0.0,0.0,4.095112682016739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,NHSL1,0.0,0.0,4.652928470353081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.690203726340412,0.0,8.3583553671412,4.652928470353081,0.0,0.0,0.0,4.397036216999999,0.0,0.0,0.0,5.943074332304895,0.0,0.0
482,NIPBL,0.0,0.0,4.948209742236721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.524521138,0.0,0.0,6.001984527814669,0.0,8.375824348133618,0.0,0.0,7.569270725206469,8.059718195870847,0.0,0.0,0.0,0.0,6.088690317122375,6.568382855243163,0.0
483,NKAPL,0.0,0.0,4.767946247762962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,NOP2,0.0,0.0,7.285137010044497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55013345527726,0.0,8.386766314377772,0.0,0.0,8.277486744226938,8.24707560829944,4.359211097,0.0,0.0,0.0,6.438845329024507,7.325968614687544,0.0
485,NOP56,0.0,0.0,6.772470924806519,0.0,0.0,0.0,0.0,0.0,0.0,-1.8074058236666666,0.0,0.0,0.0,0.0,5.362836238999999,0.0,0.0,0.0,7.69481933973831,0.0,0.0,0.0,0.0,0.0,0.0,5.000558132447472,0.0
486,NUCKS1,0.0,0.0,5.865210553584642,0.0,9.025099356,0.0,0.0,0.0,0.0,-1.5267297843750005,0.0,0.0,0.0,7.158865963885015,0.0,0.0,0.0,0.0,8.588250359748372,8.149973620013284,0.0,0.0,0.0,7.493817720172853,0.0,0.0,0.0
487,NUMB,0.0,0.0,4.756413727873624,0.0,5.411880542209923,4.608840596817919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.651826946342518,0.0,0.0,0.0,0.0,0.0,6.8643004203522215,0.0,0.0,0.0,0.0,7.182341543195618,0.0,0.0
488,NUP153,0.0,0.0,5.986749778020626,4.89037119169965,0.0,0.0,0.0,0.0,0.0,-2.174024064142857,0.0,0.0,0.0,7.392664185263387,0.0,8.750679682262328,7.259741866202131,0.0,8.01872627017006,8.010932841102441,4.170501635,3.971766799,0.0,0.0,9.710457285048111,6.817680547904812,0.0
489,NUP214,0.0,0.0,6.443138879273308,0.0,0.0,0.0,0.0,0.0,0.0,-2.1788515889999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.720227203832225,7.075013187305371,4.162010388999999,4.336475433,0.0,5.887660998149974,9.753019048583193,0.0,0.0
490,NUP50,0.0,0.0,6.73548737378493,0.0,0.0,0.0,0.0,0.0,0.0,-2.2099343623999994,0.0,0.0,0.0,0.0,0.0,8.76596978684647,0.0,0.0,8.40866119451027,8.362236518359838,0.0,0.0,0.0,0.0,9.20872942277087,6.564082536664199,0.0
491,ODZ1,0.0,0.0,5.008792450274492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,OSBP,0.0,0.0,4.7569575179583365,0.0,0.0,5.391081712648858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.645404761228664,0.0,0.0,0.0,0.0,8.852388133509312,7.974574575016722,0.0,4.532573826,0.0,0.0,4.671778878168123,0.0,0.0
493,OXR1,0.0,0.0,6.915504146885189,9.025784263301666,0.0,0.0,-4.80743813,0.0,8.468870247310209,0.0,0.0,0.0,0.0,6.8977943589894135,0.0,8.46355978596819,6.500277321294352,0.0,7.474044162700126,7.694399787957994,0.0,0.0,0.0,0.0,5.540261090825553,8.034936249768524,0.0
494,PACS1,0.0,0.0,7.349929568216407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.849719074441013,0.0,6.832196175521212,0.0,8.367465393227295,0.0,0.0,8.320076127232582,7.795970842834607,3.993716781,0.0,0.0,0.0,0.0,6.791678720024418,0.0
495,PAK2,0.0,0.0,6.9023192090791685,0.0,0.0,0.0,0.0,0.0,0.0,-1.3902994886666669,0.0,0.0,0.0,7.096292499632968,0.0,6.342883055255031,0.0,0.0,8.403712636598666,8.440500162541259,0.0,0.0,0.0,0.0,7.625435004529517,0.0,0.0
496,PALLD,0.0,0.0,6.639852516920453,9.28286021620277,0.0,5.155528307685715,0.0,0.0,8.465278732130496,0.0,0.0,7.414380158959052,0.0,7.796614608623276,0.0,8.579575293327988,6.384343487635854,0.0,7.759150083624052,0.0,0.0,0.0,0.0,0.0,0.0,7.438435847655239,0.0
497,PANK2,0.0,0.0,6.509221299512703,0.0,7.418090934831992,5.608659201590041,0.0,0.0,0.0,0.0,0.0,7.719120930495973,0.0,0.0,0.0,8.613810725267173,0.0,8.436146896601274,0.0,0.0,0.0,0.0,0.0,8.329571267920764,5.857790752660193,6.542384965531864,0.0
498,PANK4,0.0,0.0,6.522580331603757,0.0,8.194824126851355,0.0,-4.36298538,0.0,0.0,-2.877452319,0.0,8.92819761636669,0.0,0.0,0.0,8.366453522649548,0.0,0.0,8.59410861272467,8.522970634538323,0.0,0.0,0.0,0.0,6.644400459446562,6.882879591688649,0.0
499,PARF,0.0,0.0,6.62802939374364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.848824485643492,8.052169232627389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,PARN,0.0,0.0,5.469127625790943,0.0,0.0,0.0,0.0,0.0,0.0,-1.3702194720000007,0.0,0.0,0.0,0.0,0.0,7.94948349988819,0.0,0.0,8.15044864530893,7.97725908376847,4.413851728,4.292269629999999,0.0,0.0,6.022870337162622,0.0,0.0
501,PARP4,0.0,0.0,6.860841342636229,0.0,0.0,0.0,0.0,0.0,0.0,-2.865633564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,PATL1,0.0,0.0,6.422743497729621,0.0,6.392636933611584,0.0,0.0,6.1828720363553895,0.0,-2.3040808595,0.0,0.0,0.0,0.0,0.0,8.702008640088787,0.0,8.321844973122928,8.337563706519374,7.958424380323031,0.0,4.266226098,0.0,8.419715222652203,5.587953058840358,5.900223911409437,0.0
503,PAWR,0.0,0.0,6.764969996772497,0.0,7.489520116978754,0.0,0.0,0.0,0.0,0.0,0.0,7.967028183549343,0.0,8.052377935683781,0.0,8.066480994720648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.500366063539733,0.0
504,PBXIP1,0.0,0.0,6.808304482434373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,PCBP1,0.0,0.0,6.769256804215587,0.0,7.0970829687322725,0.0,0.0,6.968352824859429,0.0,-2.1396938616000005,0.0,7.573024063729941,0.0,0.0,0.0,0.0,5.364553670219292,8.88464607758847,0.0,0.0,0.0,0.0,0.0,9.098431463858786,4.936688014565572,0.0,0.0
506,PCBP2,0.0,0.0,6.040404771736736,0.0,8.624768199999998,0.0,-3.8170003,8.272574860145374,0.0,-2.16966138,0.0,0.0,0.0,0.0,0.0,0.0,5.38019936710158,9.00161995355881,7.721442904459131,7.369492096983091,0.0,0.0,0.0,9.668951707467832,7.803871110688659,0.0,0.0
507,PCIF1,0.0,0.0,5.261946868804126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.272696236838986,0.0,7.859034371459464,5.262827850142408,0.0,8.651075246119019,7.894429000509697,0.0,0.0,0.0,0.0,5.5312542193306165,0.0,0.0
508,PCYT1A,0.0,0.0,7.05982525200215,0.0,7.147369918266612,0.0,0.0,7.393131484630529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.063386657010188,8.568926111904865,8.442083653121,8.759834233131446,7.435231667514981,0.0,0.0,0.0,9.162480812389884,6.343380067423695,7.051862433952195,0.0
509,PDCD4,0.0,0.0,6.481623188952364,0.0,7.707764905438444,5.33294617299161,-4.525713498999999,7.325632840496367,0.0,-2.682635862333333,0.0,7.754869366629825,0.0,7.959607679023756,0.0,8.331738511914475,6.773321229476082,8.792080297509695,7.85301958850717,8.19326312252418,0.0,4.746532435,0.0,0.0,5.450216044944769,7.843847786179047,0.0
510,PDLIM2,0.0,0.0,6.750100645425673,0.0,0.0,0.0,0.0,0.0,0.0,-2.8271146576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,PDLIM4,0.0,0.0,5.01118541431191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01118541431191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,PDS5A,0.0,0.0,6.891217033860295,0.0,0.0,5.435424246816081,0.0,7.417763991100241,0.0,-1.620895484,0.0,0.0,0.0,7.14183118410738,0.0,8.076247917256337,0.0,8.908085640279904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,PDS5B,0.0,0.0,8.483493093165588,0.0,0.0,0.0,0.0,7.04817446216923,0.0,-2.4253358420000004,8.887187445,0.0,0.0,7.349809944545373,0.0,8.559218254982001,0.0,9.339274309214389,0.0,0.0,0.0,4.571140867,0.0,8.384688964218467,0.0,6.607868503831982,0.0
514,PFKFB2,0.0,0.0,6.863529506515893,0.0,7.17573037867553,0.0,0.0,7.487945103682757,0.0,0.0,0.0,7.495654167226112,0.0,7.400231975528403,0.0,8.33598354218883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.225893921687116,6.267027091173531,0.0
515,PFKL,0.0,0.0,7.041437834810899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544620782152535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,PGRMC1,0.0,0.0,6.820774849931018,0.0,0.0,0.0,0.0,0.0,0.0,-2.5289420005000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.507306447838982,5.963999264048774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,PHACTR4,0.0,0.0,5.971775293980686,0.0,0.0,0.0,0.0,0.0,0.0,-2.2796023744999996,0.0,0.0,0.0,8.44770422944906,0.0,8.401938674284091,5.295410150645591,0.0,8.290386894506224,8.126202126082717,0.0,0.0,0.0,0.0,6.940451872671558,6.847170938575702,0.0
518,PHC3,0.0,0.0,6.7878892624279485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.811237833962536,0.0,0.0,0.0,0.0,8.618354636633134,8.080936191653173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,PHF13,0.0,0.0,5.925060205673001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.222588691834275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,PHF14,0.0,0.0,6.669802738715687,11.103975936043206,0.0,5.6029169929169615,0.0,0.0,8.638198592764441,0.0,0.0,0.0,0.0,6.852799910877341,0.0,8.107560366498435,7.0708245136056735,0.0,8.474289561961012,8.868842931985036,0.0,0.0,0.0,0.0,6.202479885717997,7.852314116216791,0.0
521,PHF2,0.0,0.0,6.801870681245623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.207232568999999,0.0,0.0,0.0,0.0,8.203647265576866,0.0,0.0,0.0,0.0,0.0,4.288109015,0.0,0.0,6.839223597771112,6.819449060703118,0.0
522,PHF3,0.0,0.0,6.916637330081472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.118323470408364,7.50464475634949,0.0,0.0,0.0,0.0,8.416997181288842,7.954982046090216,0.0,0.0,0.0,0.0,5.579531299219198,0.0,0.0
523,PHF8,0.0,0.0,6.552131879923008,0.0,8.51483624307649,4.609278611990603,0.0,0.0,0.0,0.0,9.627940104,8.037714988356827,0.0,6.656084191561793,0.0,8.01531288467072,0.0,0.0,7.840798592067235,8.059514948173863,0.0,4.113728712,0.0,0.0,7.436942630814408,6.702516425671135,0.0
524,PHIP,0.0,0.0,6.406513816849623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.714717964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.262036254,0.0,0.0,0.0,0.0,0.0,6.733863948904956
525,PHLDB1,0.0,0.0,5.750152113323125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.791528924152878,0.0,0.0,5.499562200933962,0.0,0.0,0.0,4.136116791,5.069596330999999,0.0,0.0,0.0,0.0,0.0
526,PHLDB2,0.0,0.0,6.710493419677039,9.378157416600745,8.475303732648783,0.0,0.0,6.676526720618581,0.0,-2.8050981545000004,0.0,8.776333728312764,6.5441437276324494,7.893942707463621,0.0,8.324168052359678,5.986985528089167,0.0,0.0,0.0,0.0,5.330582454,0.0,0.0,6.272013815474992,6.8519587802015085,0.0
527,PIK3C2A,0.0,0.0,6.751713708200566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.163248640760605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,PKP3,0.0,0.0,6.305614521325789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.575402314,0.0,0.0,7.514888989274341,0.0,4.949362788985793,5.173527265658289,0.0,0.0,8.005678433563666,0.0,4.259366541,0.0,0.0,7.906641345425271,6.511619267338855,0.0
