,Gene Name,Trastuzumab,Tideglusib,Lapatinib,Mirdametinib,MK-2206,Nintedanib,Pertuzumab,Pictilisib,Refametinib,Rituximab,Romidepsin,Selumetinib,SHP099 dihydrochloride,Staurosporine,A485,Afatinib,AZD-4547,AZD-8055,Bortezomib,Carfilzomib,CUDC-101,Curcumin,Cytarabine,Dactolisib,Dasatinib,Gefitinib,Imatinib,ID,All Pathways
1,ABL1,1.5351753604007496,0.0,1.250836012512759,0.0,0.0,0.0,0.0,0.0,0.0,1.7612443532260735,0.0,0.0,0.0,0.0,0.0,0.0,-1.36202149369063,0.0,-1.5740633592810165,-1.244458013623268,3.3389332348300957,-1.174609050207524,0.0,0.0,-3.0852807876059534,0.0,-1.964992502174577,25,hsa04012 hsa04014 hsa04110 hsa04360 hsa04722 hsa05130 hsa05200 hsa05206 hsa05208 hsa05220 hsa05416
2,ACACA,-1.7029351593430455,0.0,2.3510673679115164,0.0,0.0,0.0,0.0,0.0,0.0,2.269648217504157,0.0,0.0,0.0,0.0,0.0,-2.0746115073825906,0.0,0.0,1.6857744863893298,1.7257359961217145,0.0,0.0,0.0,0.0,-1.443259065935753,-2.1349366307663744,0.0,31,hsa00061 hsa00620 hsa00640 hsa01100 hsa01212 hsa04152 hsa04910 hsa04922 hsa04936
3,AFF4,-1.052086756789919,0.0,0.3203284065740384,0.0,-1.8646175060349768,-0.963035335738562,-1.4530497032474856,-1.4629032406131657,0.0,1.22899246248373,0.0,-2.3402580111870037,0.0,-1.503606574213057,0.0,0.0,-1.1307968401288369,-1.372113715358665,-1.395067872999226,-1.3905598839351108,0.0,0.0,0.0,-1.0484993168975496,-1.7400803663161428,1.054958201103384,0.0,27125,hsa03250
5,ANK3,-2.793188953088423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,hsa05205
8,ARFGAP2,-2.455463914087741,0.0,1.3677667449984172,0.0,0.0,0.0,0.0,0.0,0.0,2.714333213975527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.607899295977715,1.3538681982709042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84364,hsa04144
9,ARHGAP17,-1.1062506350428205,0.0,-1.7753796204658738,0.0,0.0,0.0,0.0,0.0,0.0,0.531590691433731,0.0,0.0,0.0,0.0,0.0,0.0,-2.3740299058533343,0.0,-1.5893502489408775,-1.57829656868634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55114,hsa04530
10,ARHGEF11,-1.2008371219009977,0.0,0.1534361816044396,0.0,0.0,0.0,-1.7825004277076877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6201730547841002,0.0,-1.5995829286153231,-1.988997842302707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9826,hsa04270 hsa04928 hsa05130 hsa05163 hsa05200
16,CHD8,-1.1378788555060253,0.0,-1.2202185893304498,0.0,0.0,0.0,0.0,0.0,0.0,1.0298990956249026,0.0,0.0,0.0,0.7939861444773972,0.0,0.0,0.0,0.0,2.8487559255180392,1.1469414101105433,0.0,-1.3485598701306325,0.0,0.0,0.0,0.0,0.0,57680,hsa04310
19,CRTC1,-2.613781842143085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.186196227307008,0.0,0.0,0.0,0.8833205114884952,0.0,0.0,0.0,0.0,-2.017150867365809,-1.6235927120521385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23373,hsa05166
20,CRTC2,-2.303387542303743,0.0,-2.1788222682216127,0.0,0.0,0.0,0.0,0.0,0.0,-0.3299111368975316,0.0,0.0,0.0,0.0,0.0,0.0,-3.715279928695236,0.0,0.9131528540754936,0.9011020636833784,0.0,1.2785780292647462,0.0,0.0,0.0,0.0,0.0,200186,hsa04151 hsa04152 hsa04922 hsa04931 hsa05166
21,CTBP2,-1.2503376738906948,0.0,1.6829211522485403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488,hsa04310 hsa04330 hsa05200 hsa05220
22,CTTN,-1.1103048143251395,0.0,1.3896081639383644,0.0,0.0,0.0,-1.2963277342019524,0.0,-0.8790115344238939,0.0,0.0,0.0,0.0,0.0471010336524196,0.0,0.5478962618208906,-1.1141391483134515,0.0,0.8557725705602798,1.3837053824866972,0.0,0.8046546041017631,0.0,0.0,-0.139552709061928,0.4279549777586346,0.0,2017,hsa04530 hsa05100 hsa05130 hsa05131 hsa05205
23,DCP1A,-1.0296752389070645,0.0,1.0247947311058654,0.0,-1.4412427459229948,0.0,0.0,0.0,0.0,0.6337581985175517,0.0,0.0,0.0,0.9733458563859236,0.0,0.0,0.0,0.0,-1.267717422432105,-1.3557166500770916,0.0,-1.6414833885364346,0.0,0.0,0.0,0.0,0.0,55802,hsa03018
26,DPYSL2,1.109641713437285,0.0,1.1780606911413425,0.0,0.0,0.0,0.0,0.0,0.0,1.3528990103741227,0.0,0.0,0.0,-1.8506906298753856,0.0,0.0,0.0,0.0,2.9371802084166285,2.4553226323123662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808,hsa04360
27,EEF2K,-1.1498779377959012,0.0,-1.8931956992509775,0.0,-1.1881906635027517,0.0,-1.6856450196799022,0.0,0.0,-1.4792380712946622,0.0,0.0,0.0,1.1993679497970942,0.0,0.0,0.0,0.0,1.433513978979047,1.158828796846681,0.3240134108229288,-1.8138586547492896,0.0,0.0,0.0,-1.2234378964504098,0.0,29904,hsa04152 hsa04921
28,EIF4G1,1.2080598248735723,0.0,1.5915022351355774,0.0,1.0857850822457056,1.0559759878050543,2.2874987570417824,0.8484218583848168,0.0,1.0013962963031675,0.0,0.0,0.0,0.1165333123577402,0.0,0.7603358379412932,-1.1324054901818497,1.4830430466437268,1.6814400383261936,1.250941661429092,0.7639454472124253,0.3376255667454319,0.0,0.6599531096564855,0.2957166765026862,0.2610380833861348,0.0,1981,hsa05416
31,FASN,1.141704511181772,0.0,0.3054415509911191,0.0,0.0,0.0,1.1942065405285944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.243679234019336,-2.451847159363714,0.0,0.0,3.9648019643569854,3.780026203549301,0.0,0.0,0.0,0.0,0.0284675209949694,-2.8624791713344275,0.0,2194,hsa00061 hsa01100 hsa01212 hsa04152 hsa04910 hsa04936
33,GBF1,-1.0924049810631788,0.0,-1.5943861646669804,0.0,0.0,0.0,0.0,0.0,0.0,1.0684495860821095,1.1197038641574002,0.0,0.0,-1.893224345825396,0.0,0.0,0.0,0.0,1.337609785883502,1.432236215452725,0.0,1.042254275539675,0.0,0.0,0.0,0.0,0.0,8729,hsa04144
34,GIT1,1.0767640489784762,0.0,-1.0766150515432291,0.0,0.0,0.0,1.098118010940678,0.0,0.0,1.4873998511680409,0.0,0.0,0.0,-1.186592030718134,0.0,0.0,0.0,0.0,0.6710132077987152,0.8124061007784456,0.0,-1.077705376277709,0.0,0.0,0.0,0.0,0.0,28964,hsa04144 hsa04810 hsa05120
35,HBS1L,-1.1616343407370404,0.0,-2.030688739266813,0.0,0.0,-1.0307028417066533,-1.948636880954373,-1.5145016778863347,0.0,0.0,0.0,0.0,-1.7984136730923037,0.0,0.0,-2.4108507598326523,-1.0308959415994738,0.0,0.4422095488042791,0.4231484309127889,0.0,0.0,0.0,0.0,-1.5955457884453377,-2.953262514491146,1.4315207823158396,10767,hsa03015 hsa05134
36,KIF5B,-1.1614891283318431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5085806015173118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3799,hsa04144 hsa04728 hsa04814 hsa05010 hsa05012 hsa05014 hsa05016 hsa05020 hsa05022 hsa05132 hsa05223
37,LMNA,-1.8532239979532303,0.0,-0.1139336850299468,0.0,0.0,0.2003351747797107,1.4192142603388518,-0.9528582241392068,0.822579961390569,2.932418919512822,0.0,-1.6841193741244511,0.0,0.6430365709232956,0.0,1.0296248261345082,-2.1308900688394643,0.0,1.0088639038394331,1.093380848296979,0.4417908043140159,1.084946408797869,0.0,0.9467693592552726,0.735057122093538,1.1165876068063114,0.0,4000,hsa04210 hsa05410 hsa05412 hsa05414
44,NCOR2,-1.5228491939036082,0.0,0.2690317696834202,0.0,0.0,0.0,0.0,0.0,0.0,0.0989483642145345,-1.3529031661477993,0.0,0.0,0.0985642435430394,0.0,-1.4892093284929506,0.0,0.0,0.0443878151596304,-0.1889421844365106,0.0,-1.4620435341840303,0.0,0.0,-1.3681837098810974,0.1920624380585201,0.0,9612,hsa04330 hsa05169
52,PPIP5K2,-1.2261914568216497,0.0,0.6948511355492932,0.0,-1.618031432551001,0.0,0.0,0.0,0.0,-1.0134734615384762,0.0,-2.3684394165531404,0.0,0.0,-1.4646489455798066,1.1444890726602714,1.0372071043337467,0.0,-1.6673464818874602,-1.2812608553476843,0.0,0.0,0.0,0.0,1.2619692126781608,1.182738390756056,0.0,23262,hsa04070
53,PRDM2,-1.3378308770907603,0.0,-2.3025279834913164,0.0,0.0,0.0,0.0,0.0,0.0,-1.3431653869739943,0.0,0.0,0.0,0.0,0.0,-1.389478277159829,0.0,0.0,1.37146315377845,1.1495848060640423,0.0,0.0,0.0,0.0,-1.438474292929545,-1.405322213345856,0.0,7799,hsa00310 hsa01100
55,"RANBP2, RGPD3, RGPD4, RGPD5, RGPD8",-2.978634908148448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051358731408817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67939051546708,2.384806885795028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5903,hsa03013 hsa03250 hsa05014
56,RCAN1,-1.4513286213111691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827,hsa04919 hsa04921 hsa05167
58,SERPINB13,-1.2292079009622223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5275,hsa05146
60,SQSTM1,-1.2200804247851966,0.0,0.4779442592694787,0.0,0.0,0.0,0.0,0.0,0.0,2.3630799286649338,-1.6868113892171426,1.0371605402790418,0.0,0.0,0.0,0.0,0.0,0.0,1.3248233828738765,0.6906100081576323,3.2365127021892355,0.5908348176451285,0.0,0.7319336816506454,0.0,0.0,0.0,8878,hsa04137 hsa04140 hsa04217 hsa04218 hsa04380 hsa05014 hsa05022 hsa05131 hsa05418
63,TBC1D15,-1.0313950417744453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1445692805375612,1.342927652720019,0.0,0.0,0.0,0.0,-1.4538127145097757,0.0,0.0,2.3402664892656952,2.220835249256766,0.0,1.7219121589118234,0.0,0.0,0.0,-1.1556874848442564,0.0,64786,hsa04137
65,TFDP1,-1.3069441813639056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0391165702365885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9740227770767007,-1.889804949170072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7027,hsa04110 hsa04350
66,THOC2,-2.0768241547374364,0.0,1.266907568199362,0.0,0.0,0.0,-1.173074669684997,0.0,0.0,-0.5443871299973231,0.0,0.0,0.0,0.2760390991491265,0.0,0.0,0.0,0.0,-1.635242025571464,-1.7060997875090165,0.0,0.0,0.0,-0.8852013234976644,1.6078241792070669,0.0,0.0,57187,hsa03013 hsa03040
67,TJP2,-2.170100476290984,0.0,0.1875266024651002,0.0,0.0,0.0,-1.1206872067959963,0.0,0.0,0.5993846950107248,0.0,0.0,0.0,0.7735551536159624,0.0,0.2363096430314945,0.0,0.0,-1.3027102361629803,-1.42084886926636,0.0,0.0,0.0,0.0,-0.6200592659309189,-2.256114469206956,-2.6182006274599097,9414,hsa04530 hsa05110
69,TOP2A,-1.09720369515371,0.0,-0.0143007244467356,0.0,-1.2132763252622007,0.0,0.0,0.0,0.0,3.214927638905689,0.0,0.0,0.0,1.0695414587545646,0.0,-2.013821762365583,0.0,0.0,1.51342466451005,1.6021868158629595,-1.1087290318232808,2.57664481934533,0.0,0.0,-1.4375829489462044,1.0466188803926768,0.0,7153,hsa01524
72,UBR4,-1.86280604361616,0.0,-1.6607796876657497,-0.4370449927730374,-0.9603210832506694,0.0,0.0,0.0,-1.13653679349536,1.1019422154531282,0.0,0.0,0.0,-1.3840528255757811,0.0,-1.4708954628894786,0.0,0.0,2.202641652360169,2.0613822205185213,1.1449573077384605,1.1837157197697972,0.0,-0.7550113663307293,0.0,-1.232166302114541,0.0,23352,hsa05165 hsa05203
74,UVRAG,-1.3790352373800427,0.0,-1.3809898858088634,0.0,-1.4304530406603355,0.0,0.0,-1.438954009766007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0959372447624116,-2.71566322348662,-2.1840045974884608,0.0,0.0,0.0,-1.1445302706366465,0.0,0.0,0.0,7405,hsa04140
75,WDR24,-1.041406665080953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84219,hsa04150
79,ZNF793,1.24156452637111,0.0,1.481203921486332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390927,hsa05168
81,ARHGAP35,0.0,-6.643856189774724,-0.0415731385221671,-1.2711821879559808,1.476398471470025,-1.2216493374662345,0.0,0.0,-1.213421897777048,1.6822971649351788,0.0,0.0,0.0,-1.3771950350441813,0.0,-2.2263282334828225,-0.0756036346063288,0.0,-1.3176651265473345,-1.3499654113761708,0.0,-1.214033797711069,0.0,0.9095641497254708,-1.6502926054335365,-2.104758375246514,1.0578397895890572,2909,hsa04510 hsa04611 hsa04670 hsa04810
89,LAMTOR1,0.0,-0.808266120036778,0.0,0.0,0.0,0.0,0.0,-1.180589347374661,0.0,-1.2454162387017516,-1.112472720404446,0.0,0.0,-1.141359946097832,0.0,0.0,0.0,-1.44836997021918,1.94019997138102,1.766178460927336,0.0,0.0,0.0,-1.7379994306594124,0.0,0.0,0.0,55004,hsa04150
90,MAP1B,0.0,-1.1450561810734254,0.3749964940755932,0.9265707131185782,-1.4011409048260763,0.0,0.0,0.0,0.0,1.1636227777199,0.0,-1.3858938427231855,0.0,0.5469645679024425,0.0,0.0,-0.1616960740884934,0.0,0.0,0.0,0.7232238554055157,0.8251258182930278,0.0,1.1078453710109513,0.5672243831707856,0.0,0.0,4131,hsa03250
91,NCOA1,0.0,0.7487608253729241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8648,hsa04915 hsa04919 hsa05200 hsa05224
92,PTDSS1,0.0,-0.8178109828625107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.753178883749426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7766430312334323,-1.123936742431611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9791,hsa00564 hsa01100
98,VPS18,0.0,0.9079081178609212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57617,hsa05132
100,ABI1,0.0,0.0,-1.2119819337454194,0.0,0.0,0.0,0.0,0.0,-0.9748317692217444,0.8445346670982575,0.0,-1.5823902009158193,0.0,-1.1581380805120485,0.0,0.0,0.0,0.0,1.3547751803523325,1.3896478148771056,0.0,0.0,0.0,0.0,0.7256653282462285,-1.1779452738844505,-2.437048229712652,10006,hsa05130 hsa05132
101,ABLIM1,0.0,0.0,-1.3642318968841092,-0.3838577696174124,0.0,-0.923159767630768,0.0,0.0,-0.9259378855373308,-1.2979236726171532,0.0,0.0,0.0,-1.4336165303971242,0.0,0.0,-1.8882208626061767,0.0,0.666759816595169,0.1188337080819362,0.0,1.9217112178118545,0.0,0.0,-0.8386924497333884,-1.7006789009970256,0.0,3983,hsa04360
102,ABLIM3,0.0,0.0,-1.7496565225564384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.390878669072003,0.0,0.0,0.0,0.0,0.0,-1.18410664601995,0.0,0.0,1.1433476867427053,1.1828327788457662,1.040372952149457,22885,hsa04360
103,ACAP2,0.0,0.0,1.266348855150217,0.0,1.0362078015203804,0.0,0.0,0.0,0.0,-1.210445466547709,0.0,1.0362078015203804,0.0,0.0,0.0,0.0,0.0,0.0,0.722589764759153,0.530981801285496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23527,hsa04144
104,ACIN1,0.0,0.0,-0.3444618695598553,0.0,-0.9316768797560376,-1.2535061714546798,1.6737624709006815,-1.0796232975400273,0.0,1.5522887197363802,0.0,-1.0941403021283924,0.0,0.1635197730820816,0.0,-2.032900934916872,-1.156721111623267,-0.98720369199884,1.6868116950289929,1.340396367518315,1.4257180946518184,1.2700690509326769,0.0,1.104111703383519,-1.7223935390348486,-1.904936879848789,1.0973251262054486,22985,hsa03013 hsa03015 hsa03040
105,ACLY,0.0,0.0,-2.686532534549445,0.0,-1.2793553659276873,0.0,-1.3325849878635698,-1.147957347945484,0.0,1.037236193490745,0.0,0.0,0.0,-1.472632373165404,0.0,0.0,0.0,-1.034942361156297,2.0842190456735907,2.152159049785915,1.4734899513000228,0.0,0.0,-1.1277020564858793,0.0,-1.015285507532371,0.0,47,hsa00020 hsa01100
106,ACTL6A,0.0,0.0,1.86883238073551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,hsa04714 hsa05225
107,ADAR,0.0,0.0,-1.4291309584986136,0.0,1.1084273398100282,0.0,0.0,0.0,0.0,1.5670302473979314,0.0,0.0,-1.3363571676912966,0.0,0.0,-1.1112785998392722,-1.4807091902968412,0.0,2.093538108083152,1.7482027688526272,0.0,3.189811522865888,0.0,0.0,-0.816447377388357,-1.0603645504350254,1.0926192984445595,103,hsa04622 hsa04623 hsa05162 hsa05164 hsa05171
108,ADCY6,0.0,0.0,-1.1963947943534128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,hsa00230 hsa01100 hsa01522 hsa04015 hsa04022 hsa04024 hsa04062 hsa04072 hsa04114 hsa04211 hsa04213 hsa04261 hsa04270 hsa04371 hsa04540 hsa04611 hsa04713 hsa04714 hsa04723 hsa04724 hsa04725 hsa04727 hsa04742 hsa04750 hsa04911 hsa04912 hsa04913 hsa04914 hsa04915 hsa04916 hsa04918 hsa04921 hsa04923 hsa04924 hsa04925 hsa04926 hsa04927 hsa04928 hsa04934 hsa04935 hsa04961 hsa04962 hsa04970 hsa04971 hsa04972 hsa04976 hsa05032 hsa05163 hsa05166 hsa05200 hsa05207 hsa05414
115,AGPS,0.0,0.0,1.3438254646848764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8540,hsa00565 hsa01100 hsa04146
116,AHCTF1,0.0,0.0,-1.2084162023873584,0.0,0.0,0.0,0.0,0.0,0.0,-1.1594116860153247,0.0,0.0,0.0,0.0503708365430587,0.0,-1.315690775410269,0.0,0.0,1.5974549957012691,1.4238242166812407,-1.831785286220987,-1.438600062019471,0.0,1.0287015483007318,0.0,-1.198186670017282,0.0,25909,hsa03013
117,AHNAK,0.0,0.0,0.5912913721222725,-0.3766976947151207,-0.211172830747307,0.1457811054828334,1.4878133659494888,0.7558064950832724,0.3807152370365131,0.0,-1.0959707552021545,-0.1811087968375632,-1.6642827753113727,0.7761377765302586,0.0,0.8125933892128965,-0.2354634416583907,0.8338968496033281,1.123474487081923,1.1007094165662992,0.5353187964995114,1.1467983236933152,0.0,0.4389776716733833,-0.0139271487387307,0.0258543754426907,1.2497145240945473,79026,hsa05132
118,AHNAK2,0.0,0.0,1.7277858896049223,0.0,1.0783280527868364,-0.9265286832811572,0.0,0.0,0.0,0.0,-1.129683991753097,0.0,0.0,0.1644693755930616,0.0,-1.90937113360219,1.7277858896049223,0.0,0.0,0.0,1.2314524475149529,3.959894042441343,0.0,1.024306011809638,-0.987195521884129,-2.056591289101155,1.699272312154985,113146,hsa05132
119,AIFM1,0.0,0.0,1.3477793834953595,0.0,0.0,0.0,0.0,0.0,0.0,1.291579580687632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6733773767706746,2.4929144278892736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9131,hsa04210 hsa04217
121,AK5,0.0,0.0,1.150687970361434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.150687970361434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26289,hsa00230 hsa00730 hsa01100 hsa01232 hsa01240
125,AKT1S1,0.0,0.0,-2.336468110017357,0.0,0.0638585180633551,-1.1653710794611094,-2.005378225728468,0.5839902733437699,0.0,1.6324959680426283,0.0,-0.1501173043429209,0.0,0.2497095339297467,0.0,0.2874875916531934,0.1664542454438224,0.3457615919559003,2.1103429218000955,0.53091429240045,0.0,1.126897511787818,0.0,0.1555558413809118,0.4664609997602046,0.070972921170565,0.0,84335,hsa04140 hsa04150 hsa04152 hsa04211 hsa04213 hsa04714 hsa05131
126,ALDOA,0.0,0.0,1.583569777278129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.459627316244416,2.5258589554623176,0.0,1.7058191226426551,0.0,0.0,-0.8466184579761633,0.0,0.0,226,hsa00010 hsa00030 hsa00051 hsa01100 hsa01200 hsa01230 hsa04066
128,AMOTL2,0.0,0.0,1.4748218372288735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1138287079894158,0.0,0.0,0.0,0.0,0.0,0.0,51421,hsa04530
135,"ANXA2, ANXA2P2",0.0,0.0,-1.9520854351021404,0.0,-1.1649937134678177,0.0,0.0,0.0,0.0,0.0,0.0,1.016722702809926,0.0,0.7658176939017303,0.0,0.0,-2.0502258513150786,0.0,1.9279011460972375,2.15093510711034,0.0,0.0,0.0,0.0,-1.6448556289676357,0.0,0.0,302,hsa05132
136,AP3D1,0.0,0.0,1.6223543929074804,0.0,0.0,0.0,0.0,0.0,0.0,-0.5789414358537301,0.0,0.0,0.0,0.0,0.0,-2.2129353640701823,0.0,0.0,1.1855219064044695,0.6510617948135058,0.0,0.0,0.0,0.0,0.0,-2.10608762685468,0.0,8943,hsa04142
138,APIP,0.0,0.0,-1.1001769008463138,0.0,0.0,0.0,0.0,0.0,0.0,1.2813483820954013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.851924638117118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51074,hsa00270 hsa01100
139,APPL1,0.0,0.0,1.0318179203334423,0.0,0.0,0.0,0.0,0.0,0.0,-0.6285397251964109,0.0,0.0,0.0,0.0,0.0,0.0,-1.4227553036875982,0.0,2.668904931804242,2.629020307244246,0.0,0.0,0.0,0.0,0.0,-1.2945730311083374,0.0,26060,hsa04211 hsa05200 hsa05210
140,APTX,0.0,0.0,-2.209044985515025,0.0,-1.013183703459993,0.0,0.0,-1.116035112126946,0.0,0.0,0.0,0.0,0.0,-1.466737001577418,0.0,1.2120810542318965,0.0,-1.0779091970376944,-1.6311039907190543,-1.8173968160599827,0.0,0.0,0.0,-1.352159780974686,0.0,1.0999720836849098,0.0,54840,hsa03410
141,ARFGAP1,0.0,0.0,-1.6637071394325615,0.0,0.0,0.0,0.0,0.0,0.0,1.6065856177858056,0.0,0.0,0.0,0.0,0.0,-1.524740891631059,0.0,0.0,1.1476056571579916,1.179951857062895,0.0,1.0938250378237824,0.0,0.0,0.7753437769129528,-1.5376837944553516,0.0,55738,hsa04144
142,ARFGEF1,0.0,0.0,-1.3310773238485505,0.0,0.0,0.0,0.0,0.0,0.0,-2.312623121896048,0.0,0.0,0.0,0.0,0.0,1.8186503024861265,0.0,0.0,1.0338447446835617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10565,hsa04144
143,ARFGEF2,0.0,0.0,0.3862199516184129,0.0,0.0,0.0,0.0,0.0,0.0,-1.03180301641241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3914392456852924,-0.3231931875175278,0.0,-1.7122324426292477,0.0,0.0,0.0,0.0,0.0,10564,hsa04144
146,ARHGAP29,0.0,0.0,-1.1169465932333535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.073336637875371,-1.3075570370613936,0.0,0.0,0.0,0.0,-1.198478418250085,0.0,0.0,-1.465739757423548,0.0,0.0,9411,hsa04520
149,ARHGAP5,0.0,0.0,-1.0798813690295277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7762942590794403,0.0,1.4814143199245593,0.0,0.0,1.151403854332932,1.4156331739078083,0.0,0.490441228357231,0.0,0.0,-1.4219721280195128,-1.5256217086423425,0.0,394,hsa04510 hsa04670
150,ARHGEF1,0.0,0.0,-6.643856189774724,-1.2107260506931936,0.3131565001496901,0.0,0.0,0.0,-0.8036950316570083,-1.274324023233254,0.0,-1.3629503094368105,0.0,0.0,0.0,-3.5276072373074974,0.0,0.0,2.252848997982773,2.2279503268612864,0.0,0.0,0.0,0.0,0.0,-2.683053125129749,0.0,9138,hsa04270 hsa04611 hsa04810 hsa04928 hsa05130 hsa05135 hsa05163 hsa05200 hsa05205 hsa05417
151,ARHGEF12,0.0,0.0,-2.026036957378841,-0.9663553184775922,-1.3454201890915705,-1.1152805298535404,-1.3282939480290878,-0.9388853796132868,-0.9395527025373106,0.0,0.0,-1.5332987726623013,0.0,0.0,0.0,-3.2007876211071213,-2.707465071891064,-1.2554189581104214,0.0,0.0,0.0,1.2136128086900793,0.0,-1.0507261522596725,-1.4095686938107728,-3.1270143463080955,0.0,23365,hsa04270 hsa04360 hsa04611 hsa04625 hsa04810 hsa05130 hsa05135 hsa05152 hsa05163 hsa05200 hsa05205
154,ARHGEF18,0.0,0.0,-1.141176858581391,0.0,0.0,0.0,-1.014575600269887,0.0,0.9419115459980276,1.0685509793332608,0.0,0.0,0.0,0.7924644492245393,0.0,0.0,0.0,0.0,-1.7789698355427894,-1.1688400593315331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23370,hsa04530
