,afatinib_up,dasatinib_up,gefitinib_up,imatinib_up
"POM121, POM121C, POMZP3",1.0,1.68368121715364,1.0,1.0
MEF2D,2.11779239381527,1.0,1.0,1.0
LRBA,1.0,2.97633199479165,1.0,1.0
IGF2R,1.0,1.0,2.27330332992068,1.0
LRCH3,1.0,2.156765856773,1.0,1.0
IQGAP3,1.0,1.69046336760019,1.0,1.0
REPS1,1.0,2.6571019873342,2.27705917879206,2.55614263274886
"CAMK2B, CAMK2D, CAMK2G",1.0,2.6971013941133,1.0,1.0
BRD1,2.279031829578215,2.52845498679449,2.71153482279399,1.0
MORC2,2.4091331851836446,2.176817107836725,2.0993321080560268,2.21483856007606
RPL37A,1.0,5.73063500789039,1.0,1.0
FHOD3,1.0,1.0,1.0,2.63354555870782
EPB41L2,1.0,2.24161165138716,1.0,1.0
PRPF38A,2.81395473786526,1.0,1.0,1.0
TACC1,1.0,1.67460077909856,1.0,1.0
HN1L,1.0,2.86466243535446,1.0,1.0
MRGBP,1.0,2.690807279542178,2.5918193717243847,1.0
ZNF638,1.0,3.02653772246433,1.0,1.0
WDR20,1.0,1.0,2.08110978402678,1.0
PTRF,1.0,1.0,2.01659708151957,1.0
RICTOR,1.0,2.34816259491515,1.0,1.0
SMC5,1.0,1.0,2.12679481560161,1.0
NCK1,1.0,1.0,1.0,2.3790371642287
MPRIP,2.09416878046195,1.0,1.0,1.0
PLEKHG3,4.5897889248455055,3.2404990642103564,3.0572402070898086,2.189916897903085
FAM129B,1.0,2.8387947029206,1.0,1.0
RPS6,2.3945542995308,2.32770885494723,3.407887643787965,1.0
UBAP2L,2.09790848891301,2.03785512918207,1.0,2.1242357583639
AKT1S1,2.25808817473486,2.47260771219133,2.76196597299451,1.0
MORC3,1.0,2.0295581374954,1.0,1.0
MAX,1.0,3.12875176875491,2.31923116719259,1.0
EEF2,1.0,2.732057938603833,1.0,1.0
DBN1,2.5921780299471,1.0,1.0,1.0
THOC2,1.0,3.04791818920901,1.0,1.0
SLC4A7,1.0,1.91862348307312,1.0,1.0
PPFIBP2,2.47562319084228,1.99983542705788,1.0,1.0
RBBP6,2.04856829737268,1.0,1.0,1.0
DYNC1LI2,1.0,1.0,1.0,2.23264633969365
"FYN, LCK, SRC, YES1",1.0,2.0824903271082,1.0,1.0
PAK2,1.0,2.12783319259383,1.0,1.0
PRKD2,1.0,2.73325510915224,1.0,1.0
SFPQ,1.0,3.72840642690033,1.0,1.0
ALDH1A2,1.0,1.0,1.0,2.4025858330941
U2SURP,2.66240933170359,2.15475359607609,1.0,1.0
SPN,1.0,2.60708489022904,1.0,1.0
CEP85,1.0,2.31084269615831,1.0,1.0
LRRC16A,2.44936461406454,1.0,1.0,1.0
MAPRE2,1.0,1.72341501933376,1.0,1.0
EML3,3.0193994985177404,2.65456264507014,2.6188244893150965,1.0
MICALL1,2.47219618846991,2.3135464154075414,1.0,1.0
SRSF11,2.56581719174134,1.0,1.0,1.0
YARS,1.0,1.0,14.4444644636017,1.0
AIM1,4.106009215443833,3.26578477229766,4.561472305125266,2.306504778885275
RPRD1B,2.94053669892568,1.0,1.0,1.0
EPHA2,2.22167702325802,1.0,2.263389883304505,2.44647646089299
ZC3HC1,2.74654505273323,1.0,2.7384574469338547,1.0
AMOTL1,1.0,1.68590980772629,1.0,1.0
TBCB,2.93438690993583,1.0,1.0,1.0
NPM1,1.0,1.8722860628172324,1.0,1.0
ZFP106,1.0,1.0,1.0,2.07552490251346
SASH1,2.71052846610613,1.0,2.913027699162363,1.0
PRRC2A,3.233988446661092,2.35706908938734,3.56481423203195,2.76274720660498
JMJD1C,1.0,1.0,1.0,2.48333873641115
ITGB4,1.0,2.09049697377412,1.0,2.38608338885278
ABI1,1.0,3.0601430227926976,1.0,1.0
STAT3,2.61903071724948,1.0,1.0,1.0
SLC16A7,2.12486319376499,1.0,1.0,1.0
EPB41L1,2.615199411804188,1.0,1.0,1.0
HDGF,2.30673130778795,1.0,1.0,1.0
DOCK8,1.0,2.05063771368357,1.0,1.0
PTPN3,2.767314002804353,1.0,2.402732650625495,1.0
OLR1,3.00958359108185,1.0,1.0,1.0
RPS14,1.0,2.50719771428012,1.0,1.0
PTPN12,2.22844525375545,1.0,2.03801525546222,1.0
NFKB2,1.0,1.79808814794717,1.0,1.0
RBM8A,1.0,1.87880098864137,1.0,1.0
SRSF1,2.66387650051738,1.0,1.0,1.0
CDS2,1.0,2.31850285273509,1.0,1.0
GTSE1,1.0,2.14857767851327,1.0,1.0
SLC12A6,2.12813872822877,2.01358134823211,1.0,1.0
OFD1,1.0,3.15433796978629,1.0,1.0
PARD3,2.14903264751736,1.0,2.28008848630314,1.0
ATP1A1,1.0,1.790408855212,1.0,1.0
SOWAHC,2.2485120623606702,1.0,1.0,1.0
EXOC7,1.0,1.0,2.21319551673183,1.0
PACSIN2,2.415172470692295,1.0,2.88514304064656,1.0
PATL1,1.0,2.00852379764688,2.4833529231238,1.0
HDLBP,1.0,1.0,2.90257014810811,1.0
NSFL1C,2.12066329986628,1.0,1.0,1.0
AKAP12,1.0,1.82170154729483,2.16916742414291,1.0
CFL1,1.0,1.0,2.254435069326975,1.0
WDR33,1.0,1.0,1.0,2.0328096050844
TCF20,2.11687090997914,1.0,2.22935117853249,2.41640909578379
OTUD1,1.0,1.0,1.0,2.82817302925148
ARID1A,1.0,2.45612202595227,1.0,1.0
TRIM33,1.0,1.0,1.0,2.0398137001492
PRKAA1,1.0,1.0,2.61749133095187,1.0
SCAF1,2.27640334107317,1.0,1.0,1.0
RNF10,1.0,1.0,2.20300498610478,1.0
DGCR8,1.0,2.00678592272764,1.0,1.0
"EIF4G1, TNIK",2.40616070033878,1.0,1.0,1.0
"ADD1, ADD2, ADD3",1.0,1.74729843890539,1.0,1.0
ERC1,1.0,1.78786469910684,1.0,1.0
ERCC5,1.0,2.29250850265065,1.0,1.0
MARK2,1.0,1.0,1.0,2.01647709840845
VCL,2.01544036409755,1.0,1.0,1.0
SLU7,1.0,2.60173037246336,1.0,1.0
FOSL1,1.0,2.376741778869655,2.27621091942814,2.384931984605315
RANBP9,1.0,1.0,2.33061205275432,1.0
NUP98,1.0,2.01413320551079,1.0,1.0
TNKS1BP1,2.258925457228895,2.36922996626359,2.28940765366008,2.31681939462208
ABLIM3,2.6223834762068603,2.20892997807948,2.27022105028129,2.05675927893815
GTF3C1,2.94474353451566,2.3984869486555502,2.2629688525322,1.0
SPTBN1,1.0,2.72008602472461,2.61200952058109,1.0
"PCYT1A, PCYT1B",1.0,1.96634751412994,1.0,1.0
MARCKS,3.622687667619055,1.773617665322066,1.0,1.0
NFX1,1.0,2.15052533340629,1.0,1.0
MCM2,2.02521245861355,1.0,1.0,1.0
FLNA,1.0,2.02753576274181,1.0,1.0
JUNB,1.0,2.14063843291182,2.11126409482357,1.0
PHF14,1.0,2.19261699874588,1.0,1.0
INPPL1,1.0,3.15485251341816,1.0,2.4871830974971
WIZ,1.0,2.10143491512452,1.0,1.0
THRAP3,2.8956629945591,2.15067565663413,1.0,1.0
SRRM2,2.872598982044132,2.84619881144405,2.36263148733763,1.0
TNFRSF21,2.63567450384898,2.97704355384298,2.972252347431055,1.0
FOXK1,1.0,2.1730685051351,2.31981159065219,1.0
LMNA,2.04149329060528,3.4688376090404702,2.168334912335085,1.0
ELK1,1.0,1.0,1.0,2.37508464318416
IWS1,3.054213134622105,2.417206118467377,2.600666109645424,1.0
KIF2A,1.0,1.0,1.0,3.1082447486326
HAT1,1.0,4.62560110684706,1.0,1.0
ARAF,1.0,1.8485779080158304,2.54702623703163,2.5260075446701
TUBB8,31.4855882457751,1.0,1.0,1.0
MFF,1.0,1.85548728448524,1.0,1.0
ARGLU1,2.539425702810985,1.0,1.0,1.0
DDI2,1.0,1.0,1.0,4.66984214794307
TBC1D4,1.0,1.0,3.863827347717865,1.0
DOCK7,1.0,1.92287215449196,1.0,2.19862475737433
EBF2,1.0,25.5649326401477,1.0,1.0
PPIG,2.831425397447588,1.0,2.1759101310964,1.0
EDC3,1.0,2.54057818531661,1.0,1.0
RANBP2,1.0,2.44750425123479,1.0,1.0
CDC42EP4,1.0,1.0,2.43422452278292,2.742601333820335
BUD13,2.14925821895312,1.0,1.0,1.0
CAV1,2.24479994095461,1.0,1.0,1.0
PDAP1,2.04631468408377,2.09793280205078,1.0,1.0
