,afatinib_up,dasatinib_up,gefitinib_up,imatinib_up
LRRC16A,0.2235607775380236,0.3635374404442462,0.477538394171703,1.0
KIAA0284,0.4307769135550467,1.0,0.427427265478153,1.0
NFIX,0.2267074425709613,0.442811543296515,0.212097911641686,1.0
AIM1,0.2555629904327753,0.4967038162942,0.2967153551311202,1.0
VWA7,0.302476760461356,1.0,0.370942242021083,1.0
ZFP106,0.4442269055100845,0.424020083117275,0.486172668796809,1.0
USO1,1.0,0.586372100722024,1.0,1.0
RBPMS,1.0,0.367813078749114,1.0,1.0
"HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T",1.0,0.3497053934937665,1.0,1.0
CAMSAP2,1.0,0.366763621456747,1.0,1.0
DOCK8,0.387863273288388,0.433889294151397,1.0,1.0
DAXX,0.2887018272138656,0.3547867282955125,1.0,1.0
TRAFD1,0.297333463101103,0.4798159147518155,0.241013169425723,1.0
ZC3H12C,1.0,1.0,0.422975674878849,1.0
LARP4B,0.414134960310934,0.549803912291227,0.4618538969873053,1.0
IGSF9,1.0,0.472668915219233,1.0,1.0
SLC12A6,0.342742183760554,0.410833063965432,0.434332694240863,1.0
PPFIA1,0.3269587723049925,0.422493779989745,0.396219285339446,1.0
RBM14,0.401782948411627,0.467099903246035,1.0,1.0
MED13,1.0,0.538642058390155,1.0,1.0
PARD3,0.3429822300522931,0.413846489827136,0.407022686763236,1.0
ACLY,1.0,1.0,0.494730411993462,1.0
EEF2K,1.0,1.0,0.428260969020405,1.0
TCF4,1.0,0.0,1.0,1.0
PRRC2B,0.3832902059652348,0.3971983151782005,0.415035032241885,1.0
REEP3,1.0,0.526065590013051,1.0,1.0
AKAP1,1.0,0.432309153919954,1.0,1.0
LMNB2,1.0,0.3801760096120525,1.0,1.0
USP24,0.2917226410268847,0.4588350290037479,0.2811030177888438,1.0
FERMT3,1.0,0.326943025331097,1.0,1.0
PSD3,0.202242897973388,1.0,0.240908377312755,1.0
ATXN1L,0.354898320362612,0.3882945463481537,0.3808467915921896,1.0
AVEN,0.4294318693118515,0.382222427326587,0.378030626830892,1.0
GEMIN7,1.0,1.0,0.358952775067726,1.0
SPTBN1,0.3505050730114861,0.48840160857045,0.273968983423127,1.0
ZFC3H1,0.4302467855875667,0.4546679035903554,0.4908010762852159,1.0
PFKFB3,0.286187672988353,1.0,0.295885552849621,1.0
PDS5A,0.202917902966638,1.0,1.0,1.0
PHF14,0.2668724706291422,0.3765349899832892,0.312136426327998,1.0
INPPL1,1.0,0.2025920752774289,0.3185660202338289,0.1406151356008818
NIPBL,0.2540692835229,0.256846548662449,0.152475385541137,1.0
ZMYM4,0.2875975318154233,1.0,0.329938493095257,1.0
TNFRSF21,0.3136696776178579,0.4002561486677877,0.3042206085033446,1.0
MPZL1,1.0,0.3473615736206125,1.0,1.0
PCNP,0.276271416855614,0.299992506088611,0.2600575449351025,1.0
IER3,0.349965701097557,0.432955065621064,1.0,1.0
DHX36,0.2079068707165476,0.46105766531507,0.2357084787332253,1.0
SETD1A,0.161900184626999,0.301007210891874,1.0,1.0
MYO9B,1.0,0.587594642950056,1.0,1.0
EEF1B2,1.0,1.0,0.348833772415839,1.0
MFF,0.422459235005795,1.0,0.432227736491104,1.0
EDC3,0.38072093722277,1.0,1.0,1.0
"MAP2K1, MAP2K2",0.3079402238574173,0.255007676416185,0.3740550608408315,1.0
RECQL4,0.2846440797109522,0.345863455740602,0.275733329187544,1.0
NOP2,0.2890899252397055,0.3301025772532268,0.3954067918870993,1.0
RB1,1.0,0.554368467177223,1.0,1.0
MAP1A,1.0,0.381308995631098,0.295085582057877,1.0
FAM50B,1.0,1.0,0.25666268345259,1.0
LLGL2,0.474031798444568,0.3536945280351933,0.363325357274072,1.0
NFIB,1.0,0.49425518010339,1.0,1.0
ZNF609,0.3967136455027903,0.476740216567267,0.4002317708189497,1.0
ARHGEF3,0.404115820764703,1.0,0.306888161623705,1.0
MAPK3,0.1244662773584649,0.226460386147951,0.1134071907927865,1.0
PLEKHH3,0.214376443683057,0.3293330200514734,0.2306583706814235,1.0
BZW1,1.0,1.0,1.0,0.49163613689635
ZC3H14,0.435285906575034,0.405540567290085,1.0,1.0
ARHGEF7,0.1272225564028155,0.362192379020321,0.0985778992393604,1.0
KIF4A,0.1940040690302497,0.2576957566841331,0.3595588901036403,1.0
HNRNPA0,0.129776343230371,0.235740561588535,1.0,1.0
ARFGAP3,0.2360306398008483,0.344566789597295,0.1970354497041296,1.0
PAK1,1.0,0.5196454153598595,1.0,1.0
ATG4C,1.0,0.393830540604375,1.0,1.0
SUN2,0.445814120785243,1.0,1.0,1.0
IL6ST,0.230439032629013,0.4758497183457506,1.0,1.0
CWC22,1.0,0.584525824961159,1.0,1.0
ATAD2,0.1340377681121105,0.372742080920961,0.1582288030695402,1.0
CASC5,1.0,0.556694039552721,1.0,1.0
DSP,0.1971523238234066,0.2943663762937288,0.3218688691372539,1.0
GIGYF1,0.408077809897111,0.170241097280611,1.0,1.0
SHROOM1,0.417988793341645,0.4389258908872865,0.3793113594787393,1.0
PRRC2C,0.481927259642629,0.51346961398547,1.0,1.0
RIPK1,0.3443405426453545,0.231235816829779,1.0,1.0
TAF7,0.2867271445567657,0.3361394639438086,1.0,1.0
TSC2,1.0,0.3193295969411089,1.0,1.0
"KDM5C, KDM5D",1.0,0.402681925438803,1.0,1.0
SSBP3,0.484253161264804,1.0,1.0,1.0
CDC14A,1.0,1.0,0.396738018881163,1.0
"EXOC1, RAB11FIP2",1.0,0.438836419681342,1.0,1.0
"RPLP1, RPLP2",1.0,0.0,1.0,1.0
PRR14,0.383249039741414,0.39454249474045,0.3306624702824979,1.0
SIN3A,1.0,0.4714472804793895,1.0,1.0
SLC9A1,0.3764499117676986,0.4679683444812,0.4122142082408702,1.0
ABL1,1.0,0.0,1.0,0.2561405369418426
WASF2,1.0,0.166990714086166,1.0,1.0
MAGEC1,1.0,0.337850204180602,1.0,1.0
PTPRA,1.0,0.3823692406848061,1.0,1.0
ATRX,0.391256656692346,1.0,0.4615184811661545,1.0
FOSL2,0.429163800080147,1.0,0.459837448735196,1.0
FHOD1,1.0,0.421977963209964,0.336111391175038,1.0
ZNF185,0.2737002868677661,0.3997838873223486,0.3043744147996585,1.0
FGD6,1.0,0.3126335383168707,1.0,1.0
PDZD8,1.0,1.0,0.450689929359328,1.0
"CEP170, PLIN5",0.2205141700028116,0.3959396455273355,0.2300448076470195,1.0
CORO7,1.0,1.0,0.40745249455891,1.0
GAB2,1.0,0.2415007935260333,1.0,1.0
OSTF1,1.0,0.4458488009987583,1.0,1.0
CPSF4,1.0,0.421377970191685,1.0,1.0
DCAF6,0.357005199245306,0.467478021897169,1.0,1.0
RNF219,1.0,0.34304012695951,0.39860737855539,1.0
STX12,1.0,0.462395755605599,0.390320282640572,1.0
AJUBA,1.0,0.3542576185005,1.0,1.0
GPATCH8,1.0,0.44088765171989,1.0,1.0
RHBDF2,0.4099928896494628,0.4101343452689532,0.453589557405066,1.0
POLA1,0.417272816580224,1.0,0.330759348388528,1.0
SP100,0.365485651656279,1.0,1.0,1.0
RPS6KB1,1.0,0.4680514766827085,1.0,1.0
TMEM230,0.381600570844204,0.4054347063792305,1.0,1.0
HOMER3,1.0,1.0,0.461518871787278,1.0
URI1,0.427615842743702,1.0,1.0,1.0
SEC16A,0.362076864281018,1.0,0.440109484217204,1.0
TAGLN2,1.0,0.3993700849840316,1.0,1.0
IRF2BPL,0.380997653302087,1.0,1.0,1.0
ZC3H7B,1.0,1.0,0.484025744336374,1.0
UTP14A,1.0,0.438416430900287,1.0,1.0
PSMD11,0.244299974348272,0.3249453672586695,1.0,1.0
KCTD12,0.407993624378672,1.0,1.0,1.0
RPS3A,1.0,0.2927970934360545,1.0,1.0
CALM1,1.0,0.1020821365576901,1.0,1.0
AKAP2,0.3619917090522772,0.39042477729901,1.0,1.0
BRWD3,0.318335635299805,1.0,1.0,1.0
MEF2A,0.429538125557517,1.0,1.0,1.0
"ANXA2, ANXA2P2",1.0,0.2582000533695746,1.0,1.0
RPL34,1.0,0.2792190175468813,1.0,1.0
ERRFI1,0.41585593679756,0.487713082637042,1.0,1.0
SUPT16H,0.2072991045874664,0.287293212093674,0.1668457552372829,1.0
RANBP3,0.416039394484973,0.360124417330411,0.4465529341258847,1.0
DBNL,0.2321394227022951,0.354545338260659,0.2717522338730679,1.0
UHRF1BP1L,0.32347930398487,0.3895124667622255,1.0,1.0
BLNK,1.0,0.444284327332435,1.0,1.0
WNK1,1.0,0.546013709203293,1.0,1.0
AHCTF1,0.4017330958807795,1.0,0.4358227251065933,1.0
CIZ1,0.444492030169227,0.471012134040861,1.0,1.0
TRAPPC12,0.460101199296373,1.0,0.32989261150697,1.0
HDGFRP2,0.3180833917093886,0.3957986016519476,0.49474392292145,1.0
EIF3A,1.0,0.56720157032206,1.0,1.0
CTTN,0.3923895365118033,0.264013766958611,0.460156011554263,1.0
PCYT1A,0.4457716624529335,0.4469608736729218,0.389961838239189,1.0
MFAP1,1.0,0.46646682443077,1.0,0.445675104188217
TNRC18,0.251506660719225,0.3125104879730523,0.303421763968978,1.0
SETD5,0.414893620804011,1.0,1.0,1.0
KIF14,1.0,0.505301687603808,1.0,1.0
C1orf131,0.2400708466206353,0.361295268424514,0.2974357823977387,1.0
SIPA1L3,0.3230454932217005,0.3811797224221375,0.209722037906774,1.0
PRICKLE2,1.0,1.0,0.466128056099592,1.0
C18orf56,1.0,1.0,0.17586216020049,1.0
"C2CD2L, UQCRC2",1.0,0.5978331329948,1.0,1.0
PPP1R9B,0.4534062826330745,1.0,1.0,1.0
WDR62,1.0,0.597545994003752,0.472960705491926,1.0
DTD1,1.0,1.0,0.295172452840997,1.0
EIF3C,0.244889627793392,0.381003365622443,1.0,1.0
LRRC41,0.2545353745848272,0.299485404462579,0.291259682551049,1.0
SYNE2,1.0,1.0,1.0,0.46713930003648
TRIM29,0.3281689950561832,1.0,0.265739895628741,1.0
KIAA1522,0.3022333360063992,0.305995563285723,0.275709981522702,1.0
FAM63A,0.3645724927916225,0.289962015427699,0.3674031688206388,1.0
RPS6KA4,0.3486563445995896,0.2709882153681218,1.0,1.0
ASRGL1,0.499539956258127,1.0,1.0,1.0
ARHGAP6,1.0,0.486120500983696,1.0,1.0
PLEKHA7,0.460553586925939,1.0,1.0,0.484056210956882
TP53BP1,1.0,0.350451956417508,1.0,1.0
PCBP1,1.0,0.4534280084997055,1.0,1.0
CALR3,1.0,0.351714554536647,1.0,1.0
LMO7,0.3173508760991664,0.4209175945511983,0.3591715816633102,1.0
RILPL1,1.0,0.42525308929099,1.0,1.0
SARG,0.3041826003771997,0.419896014076266,0.321257521807383,1.0
MAP7,1.0,1.0,0.4357617278564913,1.0
EPS8L1,1.0,1.0,0.386783608655674,1.0
RAP1GAP2,1.0,0.534500338932135,1.0,1.0
KIF22,1.0,1.0,0.437743361931672,1.0
PLEKHF2,0.3045822234381862,0.337303433844387,0.388017255072328,1.0
AFF1,1.0,0.499388815916551,1.0,1.0
"STK24, STK25",1.0,0.597259315229647,1.0,1.0
TBC1D23,0.215463933352609,1.0,0.217364718349999,1.0
EDC4,1.0,0.30472767646845,1.0,1.0
STIM1,1.0,1.0,0.464894031666683,1.0
ARHGAP19,0.445720828747654,1.0,0.453075319593129,1.0
LRRFIP1,0.2809146161489556,0.3707875743018533,0.2867572388551803,1.0
EIF2A,0.115850411816311,0.348551542745819,0.0849829733644777,1.0
STAT5A,1.0,0.425406668651736,1.0,1.0
RAF1,0.2905830278160874,0.4001817565587386,0.2732709176727527,1.0
TANC2,0.3793510239319975,0.484884732023772,0.4083288987985077,1.0
EI24,1.0,0.368041715493374,1.0,1.0
ERCC6L,1.0,1.0,0.39690894631634,1.0
IFT57,1.0,0.39887337040996,1.0,1.0
RPL3,1.0,0.118169422791844,1.0,1.0
ARAP1,1.0,0.3056916329469292,1.0,1.0
SCYL1,1.0,0.434133285424147,1.0,1.0
CD44,1.0,1.0,0.2565183118592605,1.0
DUSP6,0.287742968481934,1.0,1.0,1.0
SLMAP,0.353708348352303,1.0,0.2904470578838045,1.0
TRIO,1.0,1.0,0.3148573644534236,1.0
ARFGEF3,1.0,1.0,0.45073065976649,1.0
LARP1,0.3103919242720769,0.480506765226464,0.3081586848250001,1.0
DENND4C,0.4756200426605165,0.493565060809572,1.0,1.0
RSRC2,1.0,0.308708674443574,1.0,0.375409762366389
HN1,0.428987011821098,1.0,0.368547670664162,1.0
DMAP1,0.451454737433089,1.0,0.454535313953236,1.0
NCBP1,1.0,0.4416294547810609,1.0,1.0
SH3D19,1.0,0.3918853914046445,1.0,1.0
RBM10,1.0,1.0,1.0,0.148970859556559
FAM83D,0.37504931452816,1.0,0.472154039730731,1.0
ZNF507,0.43140188240699,1.0,1.0,1.0
RPS7,1.0,0.348496221889644,1.0,1.0
C10orf47,0.3131712577289977,0.4614982897263059,0.275538050792423,1.0
CCT2,0.1492883676092384,0.43605447490927,0.204224180169888,1.0
NCAPD2,0.0998287179190049,0.25399280743429,0.2362469505710299,1.0
PTK2,0.3339313820598755,0.3644630393088398,1.0,1.0
CBL,1.0,0.1439326397940054,1.0,0.1248690612955092
TMSB4X,0.303756445632246,1.0,1.0,1.0
PHF20L1,1.0,1.0,0.460672206531163,1.0
FAM59A,0.2201625850175805,1.0,0.4276488212784505,1.0
TANK,1.0,0.3592795941792435,1.0,1.0
"GCOM2, POLR2M",0.0734050382709099,0.165221319008529,0.0903770987388691,1.0
ADNP,1.0,1.0,0.489357847293221,1.0
NCL,1.0,1.0,1.0,0.445539021238417
ATP7A,1.0,0.412422206928511,1.0,1.0
AHNAK,0.274682885505155,0.3059943973671442,0.2804150218708284,1.0
DGCR2,0.417374549848676,0.258654205674811,1.0,1.0
EXOC8,0.368144736757121,0.339751505001499,1.0,1.0
LIMK2,1.0,0.45931344163702,1.0,1.0
NDUFS8,1.0,1.0,0.471324437126289,1.0
AUP1,0.308026376114902,0.321357335522958,1.0,1.0
CD2AP,0.2769307226498051,0.2847568584384493,0.3034092604054283,0.1785884521846479
NOP56,1.0,1.0,0.493287581019478,1.0
ZNF295,1.0,0.479887088155907,1.0,1.0
JUND,0.480001915973488,1.0,1.0,1.0
PJA2,0.280250010979254,1.0,1.0,1.0
FUS,0.309878705088527,0.144054900075371,0.32310821468816,1.0
KIF16B,1.0,0.528319281870377,1.0,1.0
SYTL2,0.452543404743537,1.0,0.325767125809785,1.0
WDHD1,1.0,1.0,0.471040225489901,1.0
MAP4K4,0.407930059368189,1.0,0.309156034603558,1.0
TAF15,1.0,0.395240898897769,1.0,1.0
STAG2,1.0,0.485628252786445,1.0,1.0
LENG8,1.0,1.0,0.437479486041081,1.0
STK10,0.377523612471092,0.5179600975816302,0.340305306944314,1.0
PPP1R13L,0.2381561766976287,0.318774692694432,0.2289297238721734,1.0
KAT7,0.415633044105864,1.0,0.497462300549914,1.0
C10orf54,0.306546459818146,0.3868074537140176,1.0,1.0
CTNNB1,1.0,0.18493382311811,1.0,1.0
FAM117B,0.0,1.0,1.0,1.0
ALDOA,1.0,0.556086624639251,1.0,1.0
NECAP2,0.342036253749281,0.405905312481979,0.3338876315458145,1.0
EZR,0.184550719471115,0.2624764579932819,1.0,1.0
"HCK, LYN",1.0,0.2777062704879105,1.0,1.0
MTDH,0.2547685825846272,0.2497912930451686,1.0,1.0
CTTNBP2NL,0.450252008329031,0.402480698778251,1.0,1.0
SMG1,0.2009112125649685,0.285916204908907,1.0,1.0
MYC,1.0,0.3719130756344422,0.468428864939349,1.0
ARHGAP35,0.213701918739155,0.3185755372225906,0.2327434943158572,1.0
PNPLA6,0.1699731663430677,0.139479174648689,0.454616811316929,1.0
GABPA,0.3047489480497785,1.0,0.343739525435931,1.0
USP8,1.0,0.42584435947302,1.0,1.0
SNRK,1.0,0.572992752109417,1.0,1.0
MAP2,0.146784744739597,1.0,0.257495620720206,1.0
SRSF5,1.0,1.0,1.0,0.4663281364016695
TRIP12,1.0,1.0,0.239335022504265,1.0
POLD3,0.2228273215678535,0.339718553552317,1.0,1.0
XRN2,1.0,1.0,1.0,0.498371955423538
DNAJC30,0.4194389695201025,1.0,0.4126889618821883,1.0
RAVER1,0.3103075963774797,0.499266972316542,0.3779194510563705,0.204854327247129
"SACS, TPR",0.0734218138244213,1.0,0.112677632592738,1.0
